ii                            mean         std         2.5q         25q         50q         75q      97.5q       mc_err
t_subj(0.2).39           0.0325769   0.0052503    0.0213459   0.0295469   0.0326779   0.0358589  0.0431329  0.000154612
t_subj(0.0).40            0.153057   0.0250101     0.103513    0.136602    0.154493    0.170535   0.198259  0.000855157
t_subj(0.2).40            0.233848   0.0163664     0.197649    0.224109    0.234612    0.245339   0.262529  0.000485257
t_subj(0.0).41             0.24218   0.0323958     0.180237    0.221049    0.242629    0.263918   0.306355  0.000979728
t_subj(0.2).41            0.138648   0.0359229    0.0655052    0.115252    0.140223    0.164324   0.202978    0.0010974
t_subj(0.0).42            0.276247   0.0210802     0.232437    0.263156    0.276593     0.29073   0.314513  0.000683137
t_subj(0.2).42            0.325095   0.0234445      0.27431    0.310707    0.326255    0.341331   0.366845  0.000798787
t_subj(0.0).43            0.343894   0.0164716     0.310969    0.333308    0.345103    0.355746   0.373303  0.000785989
t_subj(0.2).43            0.475169   0.0328259     0.394878    0.456789    0.480557    0.497722   0.527948   0.00120967
t_subj(0.0).44            0.499937    0.041312     0.423985    0.469858    0.497856    0.528903   0.582435   0.00175536
t_subj(0.2).44            0.369137   0.0221438     0.323904    0.353953    0.369836    0.385772   0.408358   0.00100524
t_subj(0.0).45            0.326228    0.009463     0.306524    0.320293    0.326602    0.333077     0.3432  0.000430159
t_subj(0.2).45            0.324373   0.0106433     0.300567    0.318027    0.325829    0.331693   0.342685  0.000459746
t_subj(0.0).46            0.664855   0.0376731     0.589267    0.639482    0.668461    0.691072   0.732687   0.00147906
t_subj(0.2).46            0.500533    0.019147     0.456501    0.488803    0.501958    0.514112   0.533795  0.000773776
t_subj(0.0).47            0.762671  0.00645231     0.749565    0.758696    0.762983    0.766976   0.774897  0.000200602
t_subj(0.2).47            0.344659  0.00787157     0.326392    0.339918    0.345368    0.350212   0.357964   0.00031454
t_subj(0.0).48            0.356873   0.0107545     0.335189    0.349914    0.356359    0.363434    0.37894  0.000528043
t_subj(0.2).48            0.319663  0.00724326     0.304176    0.315347    0.320056    0.324151   0.333618  0.000295344
t_subj(1.0).1             0.381988  0.00767733     0.365983     0.37728    0.382342    0.387169   0.395817  0.000226913
t_subj(1.1).1             0.636252   0.0170563     0.601779    0.625526    0.636137    0.646914   0.669954  0.000540425
t_subj(1.2).1             0.441361   0.0231524     0.389197    0.426122    0.446508    0.458567    0.47611  0.000906896
t_subj(1.0).2            0.0056767  0.00404639  0.000435648  0.00249624  0.00494033  0.00806249  0.0157291  0.000137098
t_subj(1.1).2            0.0816959   0.0314512    0.0255976   0.0572099   0.0805213    0.106434   0.138345   0.00121832
t_subj(1.2).2             0.147673  0.00951207     0.127611    0.141705    0.147975    0.154415   0.164576   0.00031603
t_subj(1.0).3             0.332086   0.0227368      0.28293    0.317913    0.333187    0.347505   0.373759  0.000723218
t_subj(1.1).3             0.277493   0.0170109     0.241333    0.265946    0.279042    0.289974   0.306443  0.000653172
t_subj(1.2).3            0.0199038  0.00771769   0.00642886    0.014691   0.0193566   0.0242096  0.0383299  0.000250881
t_subj(1.0).4             0.159903   0.0063264     0.148047    0.155019    0.160277    0.164779   0.171104  0.000191948
t_subj(1.1).4             0.306822  0.00372858     0.298897    0.304371    0.306954    0.309418   0.313689  0.000128264
t_subj(1.2).4             0.279739  0.00768439     0.260569    0.275528    0.280075    0.284256   0.295717  0.000315586
t_subj(1.0).5             0.822478    0.032356     0.758152    0.800322    0.823166    0.843569     0.8859   0.00116571
t_subj(1.1).5             0.676818   0.0353591     0.606485    0.652895    0.677272    0.700664   0.746275   0.00130032
t_subj(1.2).5              0.69582    0.025266     0.641111    0.679211    0.699272    0.713853   0.737177   0.00100137
t_subj(1.0).6              0.27407    0.014103     0.242677    0.265513    0.278215    0.284508   0.292747  0.000699616
t_subj(1.1).6             0.302478  0.00732874     0.288383    0.297257    0.302318    0.307926    0.31568   0.00028561
t_subj(1.2).6             0.252861  0.00659652     0.237495    0.249319    0.253157    0.256773   0.265251  0.000201161
t_subj(1.0).7             0.275305   0.0220597     0.228555    0.261812    0.276318    0.290679   0.314961  0.000710483
t_subj(1.1).7             0.333345   0.0214039     0.288129    0.319882    0.335267    0.348438   0.372054  0.000824212
t_subj(1.2).7            0.0242338    0.018577   0.00179182   0.0105024   0.0193437   0.0340422   0.071623  0.000539103
t_subj(1.0).8             0.325105   0.0259779     0.268923    0.308972    0.326145    0.343157   0.370393   0.00110394
t_subj(1.1).8             0.400187   0.0150294      0.36904    0.391159    0.401235    0.410378    0.42675  0.000565427
t_subj(1.2).8             0.490258     0.01122     0.467053     0.48311     0.49106    0.497939   0.510587  0.000390987
t_subj(1.0).9              0.45623   0.0184217     0.417222    0.444697    0.457271    0.468754   0.489637   0.00074028
t_subj(1.1).9             0.304634   0.0256142     0.250753    0.288701    0.305778      0.3229   0.350806   0.00102368
t_subj(1.2).9             0.304097   0.0242325     0.254972    0.288039    0.304772    0.321271   0.350627  0.000963268
t_subj(1.0).10            0.435285   0.0197337     0.399817    0.421236     0.43364    0.447678   0.475876  0.000681646
t_subj(1.1).10           0.0498526   0.0297975   0.00726414   0.0272628   0.0441984   0.0675975   0.119597  0.000796369
t_subj(1.2).10            0.621926    0.052076     0.513109    0.585624    0.626419    0.660011   0.713392   0.00190911
t_subj(1.0).11            0.333214   0.0134408     0.313317    0.324592    0.330411    0.337893   0.366278  0.000661999
t_subj(1.1).11            0.364336  0.00844239     0.345036    0.359547    0.365141    0.370146   0.378841  0.000327875
t_subj(1.2).11            0.330883  0.00705115     0.319062    0.326446    0.330198    0.333898   0.347937  0.000333767
t_subj(1.0).12          0.00583753  0.00447376  0.000396038  0.00256523  0.00484366  0.00800988  0.0171978  0.000141399
t_subj(1.1).12            0.280791   0.0105263     0.259312    0.273846    0.280904    0.288831   0.299065  0.000368732
t_subj(1.2).12           0.0885778   0.0114346    0.0633292   0.0820326   0.0901647   0.0960275   0.107683  0.000320502
t_subj(1.0).13            0.666378   0.0685869      0.53082    0.619084    0.667027     0.72004   0.784007   0.00298248
t_subj(1.1).13            0.491541   0.0317745     0.428206     0.47017    0.492676    0.511521   0.557176   0.00142401
t_subj(1.2).13            0.452806   0.0293439     0.392929    0.432823    0.454476    0.472027   0.508881   0.00137596
t_subj(1.0).14            0.819379   0.0165485     0.783343    0.808953    0.820757    0.830983   0.848271   0.00060166
t_subj(1.1).14            0.542335   0.0294483     0.481108    0.524274    0.544194    0.563127   0.594995   0.00137527
t_subj(1.2).14            0.377688   0.0268544     0.322328     0.36078    0.378961    0.395684   0.427931  0.000876079
t_subj(1.0).15            0.441021   0.0213342     0.400859    0.426451    0.440259    0.455625   0.482626  0.000588112
t_subj(1.1).15            0.484826   0.0339885     0.438687    0.463349    0.476559    0.500247   0.555473   0.00186828
t_subj(1.2).15            0.392673   0.0177758      0.35573     0.38218    0.393158    0.404131   0.426854  0.000635711
t_subj(1.0).16            0.149064   0.0493326    0.0534163    0.113213    0.150238    0.184083    0.24123   0.00166058
t_subj(1.1).16            0.240778   0.0243679      0.18905    0.224902    0.241284    0.257778   0.284967  0.000820004
t_subj(1.2).16            0.249395    0.022949     0.201448     0.23476    0.249878    0.265829   0.291742  0.000835184
t_subj(1.0).17            0.287877  0.00922096     0.268244    0.281913    0.288025     0.29464   0.303999  0.000375671
t_subj(1.1).17            0.264689  0.00901768     0.245559    0.258569    0.265226    0.271275   0.281411  0.000370121
t_subj(1.2).17            0.278333  0.00928204     0.258231    0.272513    0.278908    0.284826   0.294782  0.000452406
t_subj(1.0).18            0.416696     0.01004      0.39671    0.410092    0.417109    0.423582   0.435348  0.000393569
t_subj(1.1).18            0.377603   0.0179599     0.342225    0.365537    0.377658     0.39013   0.411421   0.00069073
t_subj(1.2).18            0.319406   0.0138872     0.288474    0.311187     0.32069     0.32913   0.342824  0.000516253
t_subj(1.0).19            0.291855  0.00495955      0.28326    0.288711    0.291457    0.294358   0.304663  0.000193354
t_subj(1.1).19            0.300708  0.00432969     0.290572    0.298309    0.301022     0.30369   0.308238  0.000162527
t_subj(1.2).19            0.282887  0.00471024     0.273674    0.279814    0.282987    0.285916   0.292574  0.000197739
t_subj(1.0).20            0.291116   0.0104254     0.269424    0.284329    0.291691    0.298637    0.30975  0.000320461
t_subj(1.1).20              0.2294   0.0114016     0.201991    0.223441    0.229947    0.236551   0.249812  0.000382192
t_subj(1.2).20            0.244127   0.0070593      0.22805    0.240049    0.244883    0.248922   0.256021  0.000239079
t_subj(1.0).21            0.405174  0.00799542     0.388406    0.400087    0.405583    0.410608   0.420119  0.000321303
t_subj(1.1).21            0.359818  0.00818616     0.345297    0.354186    0.358728    0.365059    0.37745  0.000330276
t_subj(1.2).21            0.362348  0.00614503     0.349796    0.358064    0.362823    0.366744   0.373191  0.000235355
t_subj(1.0).22            0.324859  0.00743398     0.308142    0.321061    0.325506    0.329859    0.33648  0.000486662
t_subj(1.1).22            0.257579  0.00691459     0.243865     0.25305    0.257605    0.262001   0.271586  0.000244707
t_subj(1.2).22            0.315109  0.00539597     0.304752     0.31138    0.315053    0.319126   0.325126  0.000228342
t_subj(1.0).23            0.416578   0.0126535     0.389417    0.408675    0.417318    0.425191   0.440432  0.000905482
t_subj(1.1).23            0.425758  0.00956064     0.405945    0.419612    0.425715    0.432598   0.443191  0.000624765
t_subj(1.2).23            0.469705   0.0194061     0.431806      0.4564    0.469676     0.48389   0.505385  0.000766206
t_subj(1.0).24            0.443015   0.0230322     0.393424    0.427918    0.444326    0.458937   0.485991  0.000902538
t_subj(1.1).24            0.341419   0.0186955     0.301653    0.329806    0.342847    0.353965   0.375329  0.000888706
t_subj(1.2).24            0.441746   0.0158377     0.409265    0.431497    0.442193    0.453134   0.469681  0.000769595
t_subj(1.0).25            0.199913   0.0429546     0.110496    0.171066    0.201569     0.22959   0.278831   0.00130976
t_subj(1.1).25            0.555896   0.0366903     0.490578      0.5324    0.551172    0.575927   0.641317   0.00133174
t_subj(1.2).25            0.479044    0.020915     0.437981    0.464643    0.478825    0.494214   0.518123  0.000640649
t_subj(1.0).26            0.346879   0.0093998     0.329465    0.340405    0.346219    0.353315   0.365774  0.000266508
t_subj(1.1).26            0.362683   0.0106876     0.345326     0.35511    0.361016    0.369437   0.386023  0.000536549
t_subj(1.2).26            0.410595  0.00578461     0.398507    0.406892    0.410943    0.414681   0.421288  0.000238372
t_subj(1.0).27            0.236564  0.00627673     0.224792    0.232209    0.236473    0.240603   0.249027  0.000164115
t_subj(1.1).27            0.210974   0.0100624     0.191898    0.202542    0.212972    0.219269   0.226244  0.000387031
t_subj(1.2).27           0.0118707   0.0057216   0.00231566  0.00762054   0.0114662   0.0156277   0.023688  0.000173079
t_subj(1.0).28            0.827265   0.0101849      0.80706    0.820038    0.827999    0.834837   0.844675  0.000393143
t_subj(1.1).28             0.36692   0.0148159     0.331973    0.358106    0.369139    0.377461   0.391307  0.000533721
t_subj(1.2).28             0.79247  0.00903107     0.774202     0.78673    0.792229    0.798488   0.811007  0.000313629
t_subj(1.0).29             0.24562   0.0175022     0.209433    0.234622    0.246155    0.257785   0.277946  0.000624187
t_subj(1.1).29            0.518469   0.0305016     0.463803    0.498565    0.517005    0.535241    0.58934   0.00107999
t_subj(1.2).29            0.239562   0.0186128     0.205578    0.227397    0.238618    0.251438   0.276523  0.000664231
t_subj(1.0).30            0.403687   0.0130293     0.377837    0.394659    0.404164     0.41288   0.428555   0.00050447
t_subj(1.1).30            0.401353   0.0102644      0.37965    0.394955    0.401842    0.407806   0.421183  0.000401129
t_subj(1.2).30            0.388201  0.00971477     0.367663    0.382331    0.388611     0.39448   0.407153  0.000400516
t_subj(1.0).31             0.24882   0.0219348     0.201693    0.234736     0.24992    0.264295   0.287401   0.00086422
t_subj(1.1).31            0.248634   0.0219404     0.202564    0.234489    0.250172    0.264144   0.289265  0.000877364
t_subj(1.2).31            0.387387   0.0919249     0.254678    0.300139    0.371937    0.476978   0.514767   0.00811255
t_subj(1.0).32           0.0115628   0.0118925  0.000619076  0.00400909   0.0079378   0.0148099  0.0438323  0.000549253
t_subj(1.1).32          0.00875369  0.00449219   0.00145545  0.00536381  0.00825002   0.0115839   0.018261  0.000140412
t_subj(1.2).32           0.0803676   0.0212063    0.0262806   0.0727559   0.0794568   0.0876204   0.128788   0.00117951
t_subj(1.0).33            0.392063   0.0194796     0.348595    0.380045    0.394171     0.40562   0.425522  0.000577771
t_subj(1.0).34          0.00732165  0.00472678  0.000536064  0.00362445  0.00670533   0.0103234  0.0182332  0.000136581
t_subj(1.0).35            0.479583   0.0161078     0.447141    0.468619    0.480459     0.49135   0.508095  0.000585809
t_subj(1.0).36             0.42203   0.0095417     0.403372    0.415863    0.422308    0.428267   0.440256  0.000378488
t_subj(1.0).37            0.403787   0.0198705     0.361488    0.391697    0.405528     0.41694   0.438338  0.000798074
t_subj(1.0).38            0.372446   0.0107155     0.351152     0.36568    0.373168    0.379781   0.391919  0.000321657
z(0.0)                    0.517461   0.0099186      0.49759     0.51095    0.517434    0.524069   0.536376  0.000305187
z(0.2)                    0.497668  0.00972433     0.478014    0.491364    0.497485    0.504433   0.516444  0.000269104
z(1.0)                    0.491634  0.00506914     0.481759     0.48821    0.491626    0.495218   0.501354   0.00015193
z(1.1)                    0.501574  0.00572854     0.490135    0.497879    0.501517    0.505443   0.512664  0.000168734
z(1.2)                    0.494739  0.00553435     0.483892    0.490955    0.494663    0.498657   0.505361   0.00016902
z_std                     0.106913  0.00938542    0.0895291    0.100345    0.106582    0.112895   0.126572  0.000368826
z_subj(0.0).39            0.478536   0.0144599      0.44976    0.468835     0.47932    0.488424    0.50578  0.000394846
z_subj(0.2).39            0.518717   0.0157909     0.487569    0.507888    0.518491    0.529435   0.549447  0.000626902
z_subj(0.0).40            0.523004   0.0159795     0.490894     0.51244    0.523273    0.534151   0.554141  0.000471486
z_subj(0.2).40            0.525089   0.0144528     0.496026    0.515441    0.525188    0.534813   0.552841  0.000331224
z_subj(0.0).41            0.540138   0.0149797     0.511412    0.530213    0.540424    0.550307   0.569141  0.000371977
z_subj(0.2).41            0.478026   0.0145544     0.450424    0.468369    0.477738     0.48786   0.506091  0.000341258
z_subj(0.0).42            0.484007   0.0148829     0.454716    0.473944    0.484033     0.49407   0.514441  0.000346124
z_subj(0.2).42            0.481415    0.013941     0.453912      0.4721    0.481216    0.490653   0.508883  0.000343504
z_subj(0.0).43            0.601129   0.0122643      0.57723    0.593126    0.600939    0.609265   0.625342  0.000320339
z_subj(0.2).43            0.478342   0.0147071     0.450292    0.468178    0.478367    0.488508   0.506064  0.000396485
z_subj(0.0).44            0.524658   0.0148896      0.49517    0.514798    0.524843     0.53467   0.553295   0.00045666
z_subj(0.2).44            0.515949   0.0134963     0.488124    0.507568     0.51604    0.525329   0.542476  0.000299567
z_subj(0.0).45            0.514628   0.0128293     0.490222    0.505615    0.514561    0.523659    0.53977  0.000265092
z_subj(0.2).45            0.473643   0.0129562     0.448628    0.465163    0.473854    0.482566   0.499059  0.000331571
z_subj(0.0).46            0.505031   0.0154564     0.472537    0.494975     0.50553    0.515349   0.535209  0.000432163
z_subj(0.2).46            0.499867    0.013765     0.472377    0.490444    0.499886    0.509449    0.52753  0.000333676
z_subj(0.0).47            0.506912   0.0136488     0.480443    0.497558    0.507138    0.516304   0.534256  0.000293368
z_subj(0.2).47            0.495438   0.0130701     0.470914    0.486116     0.49558    0.504075    0.52215  0.000305839
z_subj(0.0).48            0.497027    0.013351     0.472447    0.487636    0.497137    0.505782   0.523335  0.000333988
z_subj(0.2).48            0.511999   0.0133296     0.487051    0.502654    0.511767    0.520899   0.538321  0.000313804
z_subj(1.0).1             0.509186   0.0139225     0.481647    0.499705    0.509054    0.518705    0.53601   0.00032272
z_subj(1.1).1             0.560927   0.0154203     0.529962    0.550081    0.561139    0.572133   0.589736  0.000359655
z_subj(1.2).1             0.489042   0.0145876     0.460751    0.479606     0.48928    0.498901   0.518157  0.000331457
z_subj(1.0).2             0.499139    0.014456     0.471779    0.489518    0.498733    0.508384   0.527875  0.000325942
z_subj(1.1).2             0.510443   0.0140854      0.48366    0.500851    0.510076    0.519624    0.53915  0.000300589
z_subj(1.2).2             0.494708   0.0139973     0.466531     0.48492    0.494931    0.504201   0.523085  0.000311419
z_subj(1.0).3             0.474753   0.0148339     0.446342    0.464596    0.475035    0.484768   0.504183  0.000384893
z_subj(1.1).3             0.474713   0.0138942     0.447741    0.465417    0.475284    0.483706   0.503379  0.000316704
z_subj(1.2).3             0.493919   0.0147398     0.464599    0.484373    0.493774    0.504138    0.52234  0.000361587
z_subj(1.0).4             0.506843   0.0145952     0.477144    0.497037    0.507018    0.516675   0.534834  0.000304595
z_subj(1.1).4             0.482773   0.0128432      0.45705    0.474316      0.4829    0.491797   0.508172  0.000303697
z_subj(1.2).4             0.478635   0.0137774     0.451622    0.469756    0.479014    0.487659   0.506293  0.000372824
z_subj(1.0).5             0.479749   0.0160207     0.448226    0.469445    0.479533    0.490775   0.512176  0.000522726
z_subj(1.1).5             0.519433    0.014587     0.490754    0.509061    0.519311    0.529545   0.546558  0.000315537
z_subj(1.2).5             0.515529   0.0142747     0.488394    0.505529    0.515536    0.525289   0.542255  0.000411727
z_subj(1.0).6             0.495263   0.0149744     0.467049    0.485117    0.495114    0.505451   0.524819  0.000440958
z_subj(1.1).6             0.492488   0.0142306     0.465143    0.482929    0.492491    0.502098   0.520548  0.000383661
z_subj(1.2).6             0.490671   0.0146254     0.462396    0.481087    0.490664    0.499985   0.521884  0.000339106
z_subj(1.0).7             0.509081   0.0140098     0.481801    0.499116    0.509241    0.518356   0.536317    0.0003335
z_subj(1.1).7             0.453567    0.013422     0.427771    0.444564    0.453361    0.462186   0.480881  0.000334307
z_subj(1.2).7             0.496843   0.0159955     0.465174    0.486268     0.49654     0.50722    0.52952  0.000385429
z_subj(1.0).8             0.522178   0.0141662     0.493649    0.512665     0.52243    0.531513   0.550388  0.000303513
z_subj(1.1).8             0.528957   0.0151906     0.499879    0.518742    0.529312     0.53925   0.558521  0.000533472
z_subj(1.2).8             0.520634   0.0147334     0.490267    0.511294    0.520856    0.530426   0.549859  0.000397009
z_subj(1.0).9             0.499977   0.0133762     0.473528    0.491092    0.499915    0.509527   0.526205    0.0003849
z_subj(1.1).9             0.526386   0.0144283      0.49892    0.516611       0.526    0.536641   0.554598  0.000301135
z_subj(1.2).9             0.497157   0.0131223     0.470814    0.488576    0.497059    0.506086   0.522976   0.00031539
z_subj(1.0).10            0.483647   0.0147913     0.455702    0.473495     0.48387    0.493764   0.512705  0.000315202
z_subj(1.1).10            0.519671   0.0159028     0.489249    0.508441    0.520151    0.530251    0.55068  0.000395248
z_subj(1.2).10            0.495558   0.0146127     0.466929    0.485499    0.495406    0.505602   0.524532  0.000348976
z_subj(1.0).11            0.465476   0.0139558     0.438409    0.456015    0.465159    0.475107   0.492899  0.000369944
z_subj(1.1).11            0.481645   0.0137098     0.454593    0.472543    0.481951    0.490567   0.507489  0.000298853
z_subj(1.2).11            0.510773    0.013004     0.484502    0.502339    0.510909     0.51936   0.535966  0.000294984
z_subj(1.0).12            0.511025   0.0149796     0.482734    0.500602    0.510901    0.521411   0.541313  0.000339932
z_subj(1.1).12            0.480783   0.0148416      0.45173    0.471052    0.480799    0.490434   0.510088  0.000407972
z_subj(1.2).12            0.507563   0.0147295     0.479355    0.497635    0.507118     0.51752   0.536639  0.000353586
z_subj(1.0).13            0.498257   0.0141415     0.470737    0.488651    0.498354    0.507665   0.526518  0.000314203
z_subj(1.1).13            0.482451    0.014241     0.454231    0.473051     0.48252    0.491832   0.510298  0.000392499
z_subj(1.2).13            0.468774   0.0135636     0.441955    0.459752    0.469089    0.478065   0.495637  0.000316499
z_subj(1.0).14             0.46465   0.0138759     0.436838    0.455334    0.464774    0.474016   0.492092  0.000331317
z_subj(1.1).14             0.51929   0.0129812     0.494495     0.51048    0.519125    0.528048   0.545745  0.000298157
z_subj(1.2).14             0.52023   0.0134961      0.49348    0.511208    0.520562    0.528997   0.546875  0.000342178
z_subj(1.0).15            0.499401   0.0144274     0.470989    0.489774    0.499522    0.509595   0.526922  0.000352041
z_subj(1.1).15            0.517428   0.0150711     0.488328    0.506896    0.517473    0.527519   0.547058  0.000319281
z_subj(1.2).15            0.482502   0.0137987     0.454818    0.473715    0.482633    0.491511   0.509253  0.000275488
z_subj(1.0).16             0.47981   0.0146533     0.451516     0.46989    0.479954    0.489601   0.508769  0.000362265
z_subj(1.1).16            0.485074   0.0143187     0.456657    0.475499    0.484961    0.494708   0.513747  0.000370327
z_subj(1.2).16            0.482208   0.0141409     0.454292    0.472462    0.482253    0.491452   0.510683  0.000329538
z_subj(1.0).17            0.464945   0.0127334     0.438931    0.456576    0.464725    0.473506   0.490284  0.000343843
z_subj(1.1).17            0.477874   0.0128432     0.453004     0.46937    0.477942    0.486755   0.503043   0.00025814
z_subj(1.2).17            0.506638   0.0133222     0.481687     0.49754    0.506437    0.515518   0.534244  0.000311302
z_subj(1.0).18            0.470038   0.0141965     0.441802    0.460668    0.470465     0.47972   0.496212  0.000374384
z_subj(1.1).18            0.476503   0.0135485     0.450372    0.467375    0.476353    0.485258   0.502913  0.000307338
z_subj(1.2).18            0.516258    0.014316     0.488387    0.506617    0.515779    0.525496   0.546642  0.000391651
z_subj(1.0).19            0.476163   0.0139473     0.447877    0.466801    0.476624    0.485795    0.50293  0.000448979
z_subj(1.1).19            0.494376    0.013531     0.468445    0.485251    0.494425    0.503451   0.521163  0.000332976
z_subj(1.2).19            0.484678   0.0134186     0.459223    0.475538    0.484667    0.493596   0.510634  0.000295015
z_subj(1.0).20            0.505109   0.0139616     0.476988     0.49571    0.505565     0.51463   0.532829  0.000309349
z_subj(1.1).20            0.506506   0.0150801      0.47631    0.496643     0.50688    0.516362   0.535978  0.000361029
z_subj(1.2).20            0.471801   0.0142193      0.44429    0.462093    0.471045     0.48161   0.500018  0.000335843
z_subj(1.0).21            0.474836   0.0137207     0.447019    0.465735    0.474733    0.483989   0.501846  0.000359784
z_subj(1.1).21             0.48609   0.0136329     0.459766    0.476591    0.486153    0.495475   0.512216  0.000323777
z_subj(1.2).21            0.467227   0.0129395     0.442034    0.458396    0.467286    0.476089   0.493331  0.000305744
z_subj(1.0).22            0.492456   0.0128953     0.466778    0.484193    0.492675    0.500999   0.517855  0.000364981
z_subj(1.1).22            0.496144   0.0131972     0.469477     0.48741    0.496758    0.504986   0.521624  0.000319799
z_subj(1.2).22            0.475947   0.0133639     0.448766    0.467488    0.475964    0.485008   0.502042   0.00032308
z_subj(1.0).23            0.495243   0.0116825     0.473069    0.487263    0.495249    0.502691   0.519059  0.000329582
z_subj(1.1).23            0.520775   0.0110195     0.498748    0.513341    0.520942    0.528053   0.542583  0.000304419
z_subj(1.2).23            0.499742   0.0139839     0.472871    0.490026    0.499994    0.509239   0.526681  0.000312379
z_subj(1.0).24            0.480791    0.013354     0.454042    0.471714    0.480958    0.489948   0.507274   0.00030216
z_subj(1.1).24            0.507437   0.0121847     0.484054     0.49864    0.507301    0.515835    0.53162  0.000276231
z_subj(1.2).24            0.506998   0.0126145     0.482302    0.498848    0.507313    0.515466   0.531085  0.000321382
z_subj(1.0).25            0.477147   0.0147374     0.448348     0.46717    0.476698    0.487157   0.506025  0.000372192
z_subj(1.1).25            0.518872    0.015874      0.48663     0.50812    0.519384    0.529418   0.549652  0.000501139
z_subj(1.2).25            0.502403   0.0147373      0.47422    0.492259    0.502358    0.512495    0.53213  0.000337038
z_subj(1.0).26            0.507011   0.0147175     0.476983    0.497304    0.507156    0.516349   0.535975  0.000408252
z_subj(1.1).26            0.532922   0.0153208     0.504182    0.522051     0.53245    0.543313   0.564425  0.000503001
z_subj(1.2).26            0.496329    0.012889     0.470767    0.487891    0.496491    0.504755   0.520988  0.000308706
z_subj(1.0).27            0.512277   0.0148097     0.482266     0.50298    0.511864    0.522327   0.541488  0.000382687
z_subj(1.1).27            0.492079   0.0145933     0.463175    0.482095    0.492224     0.50192   0.520396  0.000362731
z_subj(1.2).27            0.493404   0.0141529     0.467058    0.484293    0.492979    0.503036   0.521608  0.000327489
z_subj(1.0).28            0.413239   0.0149426     0.382424    0.403288    0.414162    0.423258   0.441156  0.000455912
z_subj(1.1).28            0.492496   0.0141046     0.465634    0.483134    0.492267    0.501796   0.520576  0.000339693
z_subj(1.2).28            0.462434   0.0133818     0.435166    0.453584    0.463172    0.471302   0.488031  0.000318302
z_subj(1.0).29            0.520641   0.0141829     0.492787     0.51081    0.520392    0.529979   0.548489  0.000370066
z_subj(1.1).29            0.513594   0.0151078     0.483818    0.503403    0.513307    0.523732   0.543254  0.000375429
z_subj(1.2).29            0.531876   0.0142431     0.505054    0.522289    0.531897    0.541703   0.559335  0.000363244
z_subj(1.0).30            0.484365   0.0137941     0.457542    0.474962    0.484669    0.493599   0.511247  0.000326767
z_subj(1.1).30            0.470126   0.0127169     0.446236     0.46116    0.470133    0.478687   0.495404   0.00032363
z_subj(1.2).30            0.511835   0.0138957     0.483978    0.502819    0.511596    0.520848   0.540453    0.0002826
z_subj(1.0).31            0.507064   0.0130051     0.482004    0.498172    0.506834    0.516272   0.532513  0.000318438
z_subj(1.1).31            0.534034   0.0132051     0.507902    0.525672    0.534276    0.542745   0.559912  0.000325011
z_subj(1.2).31            0.467838   0.0136961     0.440237    0.458329    0.468127    0.477391   0.493923  0.000398722
z_subj(1.0).32            0.541977   0.0177894      0.50866    0.529755    0.541034    0.553675   0.579112  0.000737066
z_subj(1.1).32            0.490073   0.0142974     0.462136    0.480612    0.489731    0.499566   0.517584   0.00034732
z_subj(1.2).32            0.490993   0.0144253      0.46209    0.481406     0.49103    0.500868   0.519206  0.000366371
z_subj(1.0).33            0.468983   0.0142296     0.440759    0.459033    0.468991     0.47894    0.49645  0.000359156
z_subj(1.0).34            0.494995   0.0144666     0.467495    0.485295    0.495081    0.504097   0.523194  0.000356597
z_subj(1.0).35            0.477328   0.0161206      0.44433    0.467119    0.477281    0.487865   0.509816  0.000567744
z_subj(1.0).36             0.47445   0.0126903     0.449012    0.465936    0.474433    0.482754   0.499511  0.000316977
z_subj(1.0).37            0.540676   0.0134784     0.513773    0.531573    0.540635    0.549682   0.566425  0.000361007
z_subj(1.0).38            0.506329   0.0139703     0.479103    0.497017    0.506288    0.516234   0.532952  0.000353233
alpha(0.0)                0.484954     1.41211     -2.09573   -0.464589     0.49836     1.39948    3.34776    0.0454081
alpha(0.2)                 1.65363        1.57     -1.38799    0.594395     1.64387     2.63026    4.94098    0.0728413
alpha(1.0)                 2.59306    0.956162     0.843828     1.92241     2.53222     3.24498    4.58733    0.0454672
alpha(1.1)                 2.42822    0.989802     0.558743     1.72696     2.40736     3.07256    4.39775    0.0445929
alpha(1.2)                 3.08482     1.10881     0.931654     2.36336     3.07049     3.79597    5.33279      0.04987
alpha_std                  4.28212    0.690981      3.06957     3.78471     4.24723     4.68372     5.7892    0.0515003
alpha_subj(0.0).39         4.66623     2.56549      1.19338      2.7391     4.19758     6.12388    10.6439    0.0778356
alpha_subj(0.2).39         -2.7784     5.09822     -9.78254    -5.76309    -4.53866    0.348283    9.36697     0.409833
alpha_subj(0.0).40        -1.07694     3.74132     -7.56163    -3.46465    -1.28791    0.332472    8.26878     0.169976
alpha_subj(0.2).40          5.2798     2.93873      1.48237     3.11167     4.67418     6.72549    12.7791     0.096641
alpha_subj(0.0).41         1.73124     4.65851     -7.88455   -0.974271     1.94404     4.58151    10.9911     0.199503
alpha_subj(0.2).41       -0.765438     5.44072     -9.57626    -5.25864    -1.17257     3.43521    9.59507     0.246777
alpha_subj(0.0).42         1.99573     2.03726      0.12619    0.847497     1.38547     2.25337    8.31327     0.077247
