response,rt,trial,feedback,is_neuroptimal,block,q_init,split_by,time,subj_idx
0,0.747265599900857,39,1,1,0,0.5,2,0,1
0,1.45976109988987,40,1,1,0,0.5,2,0,1
0,0.587375300005078,41,0,1,0,0.5,2,0,1
1,0.662897299975157,42,1,1,0,0.5,2,0,1
0,0.823204200016335,43,0,1,0,0.5,2,0,1
1,0.790094399824739,44,1,1,0,0.5,2,0,1
1,0.615273399977014,45,1,1,0,0.5,2,0,1
1,1.16379469982348,46,1,1,0,0.5,2,0,1
1,0.653501299908385,47,1,1,0,0.5,2,0,1
1,0.604579899925739,48,1,1,0,0.5,2,0,1
1,0.672893500188366,49,0,1,0,0.5,2,0,1
0,0.452064100187272,50,0,1,0,0.5,2,0,1
1,0.718905000016093,51,1,1,0,0.5,2,0,1
1,0.832025499781594,52,1,1,0,0.5,2,0,1
1,0.711535099893808,53,1,1,0,0.5,2,0,1
1,0.778298599878326,54,1,1,0,0.5,2,0,1
1,0.789552200119942,55,1,1,0,0.5,2,0,1
1,0.971923900069669,56,0,1,0,0.5,2,0,1
0,1.50412159995176,57,0,1,0,0.5,2,0,1
1,0.681289500091225,58,1,1,0,0.5,2,0,1
1,0.549268200062215,59,1,1,0,0.5,2,0,1
0,0.845987899927422,60,0,1,0,0.5,2,0,1
1,1.08544679987244,61,1,1,0,0.5,2,0,1
1,1.92207950004376,62,0,1,0,0.5,2,0,1
0,1.00930229993537,63,0,1,0,0.5,2,0,1
0,1.25603549997322,64,0,1,0,0.5,2,0,1
1,1.22931079985574,65,1,1,0,0.5,2,0,1
1,1.05601139995269,66,1,1,0,0.5,2,0,1
1,0.731780200032517,67,1,1,0,0.5,2,0,1
1,2.44646990019828,68,1,1,0,0.5,2,0,1
1,0.625619299942628,69,1,1,0,0.5,2,0,1
1,0.636131100123748,70,1,1,0,0.5,2,0,1
1,0.750883099855855,71,1,1,0,0.5,2,0,1
1,0.801164200063795,72,1,1,0,0.5,2,0,1
1,0.62844550004229,73,1,1,0,0.5,2,0,1
1,0.74919840018265,74,1,1,0,0.5,2,0,1
1,0.580078500090167,75,1,1,0,0.5,2,0,1
1,0.558897600043565,76,1,1,0,0.5,2,0,1
1,1.31217409996316,77,1,1,0,0.5,2,0,1
1,0.983244700124487,78,1,1,0,0.5,2,0,1
0,1.23851870000362,79,0,1,0,0.5,2,0,1
1,1.60575069999322,80,0,1,0,0.5,2,0,1
0,0.964392699999735,81,1,1,0,0.5,2,0,1
1,1.23312769993208,82,0,1,0,0.5,2,0,1
1,0.649947799975053,83,0,1,0,0.5,2,0,1
0,0.462832699995488,84,1,1,0,0.5,2,0,1
0,0.550049700075761,85,0,1,0,0.5,2,0,1
0,1.52929250011221,86,1,1,0,0.5,2,0,1
0,0.844973600003868,87,1,1,0,0.5,2,0,1
0,0.623180999886245,88,0,1,0,0.5,2,0,1
0,1.78469659993425,89,1,1,0,0.5,2,0,1
0,0.891812300076708,90,1,1,0,0.5,2,0,1
0,1.254225499928,91,1,1,0,0.5,2,0,1
0,0.536836400162429,92,1,1,0,0.5,2,0,1
0,0.621504799928516,93,1,1,0,0.5,2,0,1
0,0.640793900005519,94,1,1,0,0.5,2,0,1
0,0.689504500012845,95,1,1,0,0.5,2,0,1
0,1.04598539997824,96,1,1,0,0.5,2,0,1
0,0.530511499848217,97,1,1,0,0.5,2,0,1
0,0.487660099985078,98,1,1,0,0.5,2,0,1
0,0.583925199927762,99,1,1,0,0.5,2,0,1
0,0.90645380015485,100,1,1,0,0.5,2,0,1
0,0.66202859999612,101,1,1,0,0.5,2,0,1
0,0.734754400094971,102,1,1,0,0.5,2,0,1
0,1.39498819992878,103,1,1,0,0.5,2,0,1
0,0.561060499865562,104,1,1,0,0.5,2,0,1
0,0.585003599990159,105,1,1,0,0.5,2,0,1
0,0.537815799936652,106,1,1,0,0.5,2,0,1
0,0.61226120009087,107,1,1,0,0.5,2,0,1
0,0.541296899784356,108,1,1,0,0.5,2,0,1
0,0.66556639992632,109,1,1,0,0.5,2,0,1
0,0.677467300090939,110,0,1,0,0.5,2,0,1
0,0.559866900090128,111,1,1,0,0.5,2,0,1
0,0.514385499991477,112,1,1,0,0.5,2,0,1
0,0.62728749983944,113,1,1,0,0.5,2,0,1
0,0.677480800077319,114,1,1,0,0.5,2,0,1
0,0.726981800049543,115,1,1,0,0.5,2,0,1
0,0.514070600038394,116,1,1,0,0.5,2,0,1
0,0.769415100105107,117,1,1,0,0.5,2,0,1
0,0.629542199894786,118,1,1,0,0.5,2,0,1
0,0.584627300035209,119,1,1,0,0.5,2,0,1
0,0.633764799917117,120,1,1,0,0.5,2,0,1
0,0.642929800087586,121,0,1,0,0.5,2,0,1
1,0.643489399924874,122,1,1,0,0.5,2,0,1
0,0.823417200008407,123,0,1,0,0.5,2,0,1
1,0.672931900015101,124,1,1,0,0.5,2,0,1
1,0.581954200053588,125,1,1,0,0.5,2,0,1
1,1.30925299995579,126,1,1,0,0.5,2,0,1
1,0.494496600003913,127,1,1,0,0.5,2,0,1
1,0.502132400171831,128,1,1,0,0.5,2,0,1
1,1.83920580008999,129,0,1,0,0.5,2,0,1
0,0.459436200093478,130,1,1,0,0.5,2,0,1
0,0.538176900008693,131,0,1,0,0.5,2,0,1
1,0.778829699847847,132,1,1,0,0.5,2,0,1
0,1.18899989989586,133,0,1,0,0.5,2,0,1
1,0.543650500010699,134,1,1,0,0.5,2,0,1
0,1.17013809992932,135,0,1,0,0.5,2,0,1
1,0.443429100094363,136,1,1,0,0.5,2,0,1
1,0.605669399956241,137,1,1,0,0.5,2,0,1
0,1.85073640011251,138,0,1,0,0.5,2,0,1
1,0.478045299882069,139,1,1,0,0.5,2,0,1
1,0.453200600109994,140,1,1,0,0.5,2,0,1
1,0.569251500070095,141,0,1,0,0.5,2,0,1
0,0.428749699844047,142,0,1,0,0.5,2,0,1
1,0.626309299841523,143,1,1,0,0.5,2,0,1
1,0.599694200092927,144,1,1,0,0.5,2,0,1
0,1.13499389984645,145,0,1,0,0.5,2,0,1
1,0.494478599866852,146,1,1,0,0.5,2,0,1
1,0.451280599925667,147,1,1,0,0.5,2,0,1
0,1.36331939999945,148,0,1,0,0.5,2,0,1
1,1.8803149999585,149,1,1,0,0.5,2,0,1
1,0.500848400173709,150,1,1,0,0.5,2,0,1
1,0.493805299978703,151,1,1,0,0.5,2,0,1
1,0.605769800022245,152,1,1,0,0.5,2,0,1
1,0.827660799957812,153,0,1,0,0.5,2,0,1
1,0.949929399881512,154,0,1,0,0.5,2,0,1
0,0.539062399882823,155,1,1,0,0.5,2,0,1
0,0.693983899895102,156,0,1,0,0.5,2,0,1
0,0.818458199966699,157,0,1,0,0.5,2,0,1
1,0.522115299943835,158,1,1,0,0.5,2,0,1
1,1.45911479997449,159,1,1,0,0.5,2,0,1
1,0.785310599952936,160,1,1,0,0.5,2,0,1
0,0.796051200013608,1,1,1,1,0.5,4,0,1
0,0.533256600145251,2,1,1,1,0.5,4,0,1
1,1.45389880007133,3,0,1,1,0.5,4,0,1
0,0.96148409997113,4,1,1,1,0.5,4,0,1
0,0.87894230009988,5,1,1,1,0.5,4,0,1
0,0.775721000041813,6,1,1,1,0.5,4,0,1
0,0.765927499858663,7,1,1,1,0.5,4,0,1
1,2.23268739995547,8,0,1,1,0.5,4,0,1
1,1.40057070017792,9,0,1,1,0.5,4,0,1
0,0.709912500111386,10,1,1,1,0.5,4,0,1
0,0.507697799941525,11,1,1,1,0.5,4,0,1
1,0.967757199890912,12,1,1,1,0.5,4,0,1
0,0.665901799919084,13,1,1,1,0.5,4,0,1
0,0.665053599979729,14,1,1,1,0.5,4,0,1
1,1.22348669986241,15,0,1,1,0.5,4,0,1
0,0.700972200138494,16,1,1,1,0.5,4,0,1
0,0.821040199836716,17,1,1,1,0.5,4,0,1
0,0.697187299840152,18,1,1,1,0.5,4,0,1
0,0.597625199938193,19,0,1,1,0.5,4,0,1
0,1.01177540002391,20,0,1,1,0.5,4,0,1
0,0.602586799999699,21,1,1,1,0.5,4,0,1
0,0.825806300155819,22,1,1,1,0.5,4,0,1
0,1.17888129991479,23,1,1,1,0.5,4,0,1
0,0.626284600002691,24,1,1,1,0.5,4,0,1
0,0.8126475000754,25,1,1,1,0.5,4,0,1
0,0.771445499965921,26,0,1,1,0.5,4,0,1
1,1.35690220003016,27,0,1,1,0.5,4,0,1
0,0.798576800152659,28,0,1,1,0.5,4,0,1
0,0.882953299907967,29,1,1,1,0.5,4,0,1
0,0.697551099816337,30,1,1,1,0.5,4,0,1
1,0.780813900055364,31,0,1,1,0.5,4,0,1
0,0.753834299976006,32,1,1,1,0.5,4,0,1
0,1.13041210011579,33,1,1,1,0.5,4,0,1
0,0.608774700202048,34,1,1,1,0.5,4,0,1
0,0.531963800080121,35,1,1,1,0.5,4,0,1
0,0.617007799912244,36,1,1,1,0.5,4,0,1
0,0.518592099891976,37,0,1,1,0.5,4,0,1
1,0.590029199840501,38,0,1,1,0.5,4,0,1
0,1.1037071000319,39,1,1,1,0.5,4,0,1
0,0.507831000024453,40,1,1,1,0.5,4,0,1
0,0.795697499997914,41,0,1,1,0.5,4,0,1
1,0.577392200008035,42,1,1,1,0.5,4,0,1
1,0.479988300008699,43,1,1,1,0.5,4,0,1
1,0.506344699999318,44,1,1,1,0.5,4,0,1
1,0.469887599814683,45,1,1,1,0.5,4,0,1
1,0.922708499943838,46,1,1,1,0.5,4,0,1
1,0.655015599913895,47,1,1,1,0.5,4,0,1
1,0.643604899989441,48,1,1,1,0.5,4,0,1
1,0.432705899933353,49,1,1,1,0.5,4,0,1
1,0.703002199996263,50,1,1,1,0.5,4,0,1
1,0.690736399963498,51,1,1,1,0.5,4,0,1
1,0.669377500191331,52,1,1,1,0.5,4,0,1
1,0.522332299966365,53,1,1,1,0.5,4,0,1
1,0.73839610000141,54,1,1,1,0.5,4,0,1
1,0.466881500091404,55,1,1,1,0.5,4,0,1
1,0.686403399799019,56,1,1,1,0.5,4,0,1
1,0.627099999925122,57,1,1,1,0.5,4,0,1
1,0.523329900112003,58,1,1,1,0.5,4,0,1
1,0.526961300056428,59,1,1,1,0.5,4,0,1
1,0.47639529989101,60,1,1,1,0.5,4,0,1
1,0.728803799953312,61,1,1,1,0.5,4,0,1
1,0.463775800075382,62,1,1,1,0.5,4,0,1
1,0.679830299923196,63,1,1,1,0.5,4,0,1
1,0.62489979993552,64,1,1,1,0.5,4,0,1
1,0.479656500043348,65,1,1,1,0.5,4,0,1
1,0.61425460013561,66,1,1,1,0.5,4,0,1
1,0.536790800048038,67,1,1,1,0.5,4,0,1
1,0.556896599940956,68,1,1,1,0.5,4,0,1
1,0.5348482998088,69,1,1,1,0.5,4,0,1
1,0.587750500068069,70,1,1,1,0.5,4,0,1
1,0.542257099878043,71,1,1,1,0.5,4,0,1
1,0.454995499923825,72,1,1,1,0.5,4,0,1
1,0.82973669981584,73,1,1,1,0.5,4,0,1
1,0.691846099914983,74,0,1,1,0.5,4,0,1
1,0.72559510008432,75,1,1,1,0.5,4,0,1
0,0.563444999977946,76,0,1,1,0.5,4,0,1
1,0.450025700032711,77,1,1,1,0.5,4,0,1
1,0.543088899925351,78,1,1,1,0.5,4,0,1
1,0.861963100032881,79,1,1,1,0.5,4,0,1
1,0.67114740004763,80,0,1,1,0.5,4,0,1
0,1.39850690006278,81,1,1,1,0.5,4,0,1
0,0.60089879995212,82,1,1,1,0.5,4,0,1
0,2.41566419997253,83,1,1,1,0.5,4,0,1
0,0.690118400147185,84,1,1,1,0.5,4,0,1
0,0.940352800069377,85,1,1,1,0.5,4,0,1
1,0.64543589996174,86,0,1,1,0.5,4,0,1
0,1.31774430000223,87,1,1,1,0.5,4,0,1
0,0.754980099853128,88,1,1,1,0.5,4,0,1
0,1.37207829998806,89,1,1,1,0.5,4,0,1
0,0.740895699942485,90,1,1,1,0.5,4,0,1
0,0.724297699984163,91,1,1,1,0.5,4,0,1
0,0.775550300022587,92,1,1,1,0.5,4,0,1
0,0.866060900036246,93,1,1,1,0.5,4,0,1
0,0.75745390006341,94,0,1,1,0.5,4,0,1
0,0.77144889999181,95,1,1,1,0.5,4,0,1
0,1.01034480007365,96,1,1,1,0.5,4,0,1
0,0.615699800197035,97,1,1,1,0.5,4,0,1
0,0.538339299848303,98,1,1,1,0.5,4,0,1
1,1.79906619992107,99,0,1,1,0.5,4,0,1
1,1.28787617867382,100,0,1,1,0.5,4,0,1
1,2.20411900011823,101,0,1,1,0.5,4,0,1
1,2.70030090003274,102,0,1,1,0.5,4,0,1
1,0.865648099919781,103,0,1,1,0.5,4,0,1
1,0.861093499930576,104,0,1,1,0.5,4,0,1
0,0.606076800031588,105,1,1,1,0.5,4,0,1
1,2.26850899984129,106,0,1,1,0.5,4,0,1
0,1.15771119995043,107,1,1,1,0.5,4,0,1
0,0.639645799994469,108,1,1,1,0.5,4,0,1
0,0.832550799939781,109,1,1,1,0.5,4,0,1
0,0.804375200066716,110,0,1,1,0.5,4,0,1
0,3.76604729983956,111,1,1,1,0.5,4,0,1
1,0.774118700064719,112,1,1,1,0.5,4,0,1
1,0.737727800151333,113,0,1,1,0.5,4,0,1
1,0.714198499917984,114,0,1,1,0.5,4,0,1
1,1.54751860001124,115,0,1,1,0.5,4,0,1
0,1.84450350003317,116,1,1,1,0.5,4,0,1
1,1.42181490012445,117,0,1,1,0.5,4,0,1
1,0.796768300002441,118,0,1,1,0.5,4,0,1
1,1.48812659992836,119,0,1,1,0.5,4,0,1
0,1.03343329997733,120,1,1,1,0.5,4,0,1
1,1.62064460013062,121,1,1,1,0.5,4,0,1
1,0.823247299995273,122,1,1,1,0.5,4,0,1
1,0.561629900010303,123,1,1,1,0.5,4,0,1
1,0.861518000019714,124,1,1,1,0.5,4,0,1
1,0.639463700121269,125,1,1,1,0.5,4,0,1
1,1.14377399999648,126,0,1,1,0.5,4,0,1
0,0.550337200053036,127,0,1,1,0.5,4,0,1
1,0.560753700090572,128,1,1,1,0.5,4,0,1
1,0.691802599932998,129,1,1,1,0.5,4,0,1
1,0.694851000094786,130,0,1,1,0.5,4,0,1
1,1.16960869985633,131,1,1,1,0.5,4,0,1
1,1.20601369999349,132,1,1,1,0.5,4,0,1
1,1.40647929999977,133,1,1,1,0.5,4,0,1
1,1.19282380002551,134,1,1,1,0.5,4,0,1
1,0.683019299991429,135,1,1,1,0.5,4,0,1
1,1.53763919998892,136,1,1,1,0.5,4,0,1
1,0.835713300155476,137,1,1,1,0.5,4,0,1
1,0.600877200020477,138,0,1,1,0.5,4,0,1
1,1.52608490013517,139,1,1,1,0.5,4,0,1
0,0.675283999880776,140,0,1,1,0.5,4,0,1
1,0.804368899902329,141,1,1,1,0.5,4,0,1
1,0.508690199814737,142,1,1,1,0.5,4,0,1
1,0.828494899906218,143,1,1,1,0.5,4,0,1
1,0.653830399969593,144,1,1,1,0.5,4,0,1
1,0.555732899811119,145,1,1,1,0.5,4,0,1
1,0.574576599989086,146,1,1,1,0.5,4,0,1
1,0.595767799997702,147,1,1,1,0.5,4,0,1
1,0.680722399847582,148,1,1,1,0.5,4,0,1
1,0.537011099979281,149,1,1,1,0.5,4,0,1
1,0.52119049988687,150,1,1,1,0.5,4,0,1
1,0.746909599984065,151,1,1,1,0.5,4,0,1
1,0.43681350001134,152,1,1,1,0.5,4,0,1
1,0.494350099936128,153,0,1,1,0.5,4,0,1
1,1.24451670004055,154,1,1,1,0.5,4,0,1
1,0.727675700094551,155,1,1,1,0.5,4,0,1
1,1.50430689984933,156,1,1,1,0.5,4,0,1
1,0.627527699805796,157,1,1,1,0.5,4,0,1
1,0.534858699887991,158,1,1,1,0.5,4,0,1
1,1.27057129982859,159,1,1,1,0.5,4,0,1
1,0.715680900029838,160,1,1,1,0.5,4,0,1
0,6.42578879999928,1,1,1,1,0.5,4,0,2
0,0.571098800050095,2,1,1,1,0.5,4,0,2
1,0.453602000139654,3,0,1,1,0.5,4,0,2
1,0.309942400082946,4,0,1,1,0.5,4,0,2
0,0.35280799982138,5,1,1,1,0.5,4,0,2
0,0.388421199982986,6,1,1,1,0.5,4,0,2
0,0.507810600101948,7,1,1,1,0.5,4,0,2
0,0.44733739993535,8,1,1,1,0.5,4,0,2
1,0.730102800065652,9,0,1,1,0.5,4,0,2
0,0.949788899859414,10,1,1,1,0.5,4,0,2
0,0.391652500024065,11,1,1,1,0.5,4,0,2
1,0.628928799880669,12,0,1,1,0.5,4,0,2
1,0.259489099960774,13,0,1,1,0.5,4,0,2
0,0.205392299918458,14,1,1,1,0.5,4,0,2
0,0.597317100036889,15,1,1,1,0.5,4,0,2
1,1.56710989982821,16,0,1,1,0.5,4,0,2
1,1.40722867865651,17,0,1,1,0.5,4,0,2
1,0.859705399954692,18,0,1,1,0.5,4,0,2
0,1.23745768875981,19,1,1,1,0.5,4,0,2
0,1.87490609986708,20,1,1,1,0.5,4,0,2
1,0.466009100200608,21,0,1,1,0.5,4,0,2
1,1.400038769019,22,0,1,1,0.5,4,0,2
1,0.362580299843103,23,0,1,1,0.5,4,0,2
1,1.397162805164,24,0,1,1,0.5,4,0,2
1,0.485635300166905,25,0,1,1,0.5,4,0,2
0,0.377105100080371,26,1,1,1,0.5,4,0,2
0,0.615699399961159,27,1,1,1,0.5,4,0,2
0,0.684481600066647,28,0,1,1,0.5,4,0,2
1,1.38997289552649,29,0,1,1,0.5,4,0,2
0,0.380444099893793,30,1,1,1,0.5,4,0,2
0,0.778665399877355,31,1,1,1,0.5,4,0,2
0,0.548316499916837,32,1,1,1,0.5,4,0,2
1,0.948024799814448,33,0,1,1,0.5,4,0,2
0,0.278430500067771,34,1,1,1,0.5,4,0,2
1,0.261830099858344,35,0,1,1,0.5,4,0,2
0,0.268558399984613,36,0,1,1,0.5,4,0,2
0,0.292422099970281,37,1,1,1,0.5,4,0,2
0,0.322657800046727,38,1,1,1,0.5,4,0,2
1,0.261942500015721,39,0,1,1,0.5,4,0,2
0,0.285949199926108,40,1,1,1,0.5,4,0,2
0,0.924147099955007,41,0,1,1,0.5,4,0,2
1,1.2029623562121,42,1,1,1,0.5,4,0,2
0,0.481418899958953,43,0,1,1,0.5,4,0,2
1,0.615646499907598,44,1,1,1,0.5,4,0,2
1,0.81168289994821,45,1,1,1,0.5,4,0,2
1,0.255282700061798,46,1,1,1,0.5,4,0,2
0,0.855069000041112,47,0,1,1,0.5,4,0,2
1,0.483466800069436,48,1,1,1,0.5,4,0,2
0,0.507507900008932,49,1,1,1,0.5,4,0,2
1,1.26730050006881,50,1,1,1,0.5,4,0,2
1,1.24589790008031,51,1,1,1,0.5,4,0,2
1,0.992006400134414,52,1,1,1,0.5,4,0,2
0,1.35029769991525,53,0,1,1,0.5,4,0,2
0,0.957880700007081,54,0,1,1,0.5,4,0,2
0,0.2583852999378,55,0,1,1,0.5,4,0,2
1,0.552481600083411,56,0,1,1,0.5,4,0,2
0,0.425380300031975,57,0,1,1,0.5,4,0,2
0,0.380140699911863,58,0,1,1,0.5,4,0,2
0,0.760603100061417,59,0,1,1,0.5,4,0,2
1,0.364933000179008,60,1,1,1,0.5,4,0,2
0,0.253229700028896,61,0,1,1,0.5,4,0,2
1,0.289216199889779,62,0,1,1,0.5,4,0,2
1,0.25921169994399,63,1,1,1,0.5,4,0,2
0,0.274671599967405,64,0,1,1,0.5,4,0,2
0,0.274934899993241,65,0,1,1,0.5,4,0,2
0,0.324376600096002,66,0,1,1,0.5,4,0,2
0,0.5293767999392,67,0,1,1,0.5,4,0,2
0,0.569660000037402,68,0,1,1,0.5,4,0,2
1,0.626057399902493,69,1,1,1,0.5,4,0,2
1,1.32452300004661,70,1,1,1,0.5,4,0,2
1,1.41653049993329,71,1,1,1,0.5,4,0,2
0,2.03574959980324,72,0,1,1,0.5,4,0,2
1,0.41120390011929,73,1,1,1,0.5,4,0,2
0,1.03047510003671,74,0,1,1,0.5,4,0,2
1,0.529564899858087,75,1,1,1,0.5,4,0,2
1,1.21555820014328,76,1,1,1,0.5,4,0,2
0,1.6677826999221,77,0,1,1,0.5,4,0,2
0,1.32093352929403,78,0,1,1,0.5,4,0,2
1,0.375979600008577,79,1,1,1,0.5,4,0,2
1,0.535669200122356,80,0,1,1,0.5,4,0,2
0,0.485808400204405,81,1,1,1,0.5,4,0,2
1,0.606532199773938,82,0,1,1,0.5,4,0,2
0,0.3619589000009,83,1,1,1,0.5,4,0,2
0,0.918676600093022,84,1,1,1,0.5,4,0,2
0,1.64808099996299,85,0,1,1,0.5,4,0,2
0,0.566130500053987,86,1,1,1,0.5,4,0,2
0,1.02820009994321,87,1,1,1,0.5,4,0,2
1,0.839876499958336,88,1,1,1,0.5,4,0,2
1,1.26429620012641,89,0,1,1,0.5,4,0,2
0,0.0693352001253516,90,1,1,1,0.5,4,0,2
1,0.573788499925286,91,0,1,1,0.5,4,0,2
0,0.276984800118953,92,1,1,1,0.5,4,0,2
1,0.983156199799851,93,0,1,1,0.5,4,0,2
0,0.241523200180382,94,1,1,1,0.5,4,0,2
1,0.618879300076515,95,0,1,1,0.5,4,0,2
0,0.335870299953967,96,1,1,1,0.5,4,0,2
1,0.921354599995539,97,0,1,1,0.5,4,0,2
1,0.444554999936372,98,0,1,1,0.5,4,0,2
1,0.499686500057578,99,0,1,1,0.5,4,0,2
0,0.327018300071359,100,1,1,1,0.5,4,0,2
0,0.472842199960724,101,1,1,1,0.5,4,0,2
1,1.40253799990751,102,0,1,1,0.5,4,0,2
0,1.11666720684962,103,1,1,1,0.5,4,0,2
0,0.348997800145298,104,1,1,1,0.5,4,0,2
0,0.621422100113705,105,1,1,1,0.5,4,0,2
1,0.82363159977831,106,0,1,1,0.5,4,0,2
1,1.2778103051813,107,0,1,1,0.5,4,0,2
1,0.36824330012314,108,0,1,1,0.5,4,0,2
0,0.327969199977815,109,1,1,1,0.5,4,0,2
1,0.729428600054234,110,1,1,1,0.5,4,0,2
0,0.808122999966145,111,1,1,1,0.5,4,0,2
1,1.38656060001813,112,0,1,1,0.5,4,0,2
0,0.309305999893695,113,1,1,1,0.5,4,0,2
1,0.65372410020791,114,0,1,1,0.5,4,0,2
1,0.981644399929792,115,0,1,1,0.5,4,0,2
1,0.507300199940801,116,0,1,1,0.5,4,0,2
0,0.632047399878502,117,1,1,1,0.5,4,0,2
0,1.18408309994265,118,1,1,1,0.5,4,0,2
0,0.965309200109914,119,1,1,1,0.5,4,0,2
0,1.3943318000529,120,1,1,1,0.5,4,0,2
1,2.06117379991338,121,1,1,1,0.5,4,0,2
0,1.34595749992877,122,0,1,1,0.5,4,0,2
0,0.239799299975857,123,0,1,1,0.5,4,0,2
1,0.377539400011301,124,1,1,1,0.5,4,0,2
0,0.480404599802569,125,0,1,1,0.5,4,0,2
0,0.23039190005511,126,0,1,1,0.5,4,0,2
1,0.258847699966282,127,1,1,1,0.5,4,0,2
1,0.389235300011933,128,1,1,1,0.5,4,0,2
0,0.782863300060853,129,1,1,1,0.5,4,0,2
0,1.00472710002214,130,1,1,1,0.5,4,0,2
0,0.662064099917188,131,0,1,1,0.5,4,0,2
1,0.24552040011622,132,1,1,1,0.5,4,0,2
0,0.566236200043932,133,0,1,1,0.5,4,0,2
0,0.341064299922437,134,0,1,1,0.5,4,0,2
0,0.291331500047818,135,0,1,1,0.5,4,0,2
1,1.83886110014282,136,1,1,1,0.5,4,0,2
1,0.386235999874771,137,1,1,1,0.5,4,0,2
0,0.367529999930412,138,0,1,1,0.5,4,0,2
1,1.06347810924438,139,1,1,1,0.5,4,0,2
1,0.0721324000041932,140,1,1,1,0.5,4,0,2
1,0.999788699904457,141,0,1,1,0.5,4,0,2
1,0.216712399851531,142,1,1,1,0.5,4,0,2
1,1.05772618153437,143,1,1,1,0.5,4,0,2
1,1.05628819960686,144,1,1,1,0.5,4,0,2
0,0.153888799948618,145,0,1,1,0.5,4,0,2
0,0.0717145998496562,146,0,1,1,0.5,4,0,2
0,0.235665499931201,147,0,1,1,0.5,4,0,2
1,0.35410359990783,148,1,1,1,0.5,4,0,2
0,1.21883681244136,149,0,1,1,0.5,4,0,2
0,0.148711500223726,150,0,1,1,0.5,4,0,2
1,0.500548199983314,151,1,1,1,0.5,4,0,2
1,0.268942299997434,152,1,1,1,0.5,4,0,2
0,0.43823969992809,153,1,1,1,0.5,4,0,2
1,0.589240500004962,154,0,1,1,0.5,4,0,2
0,0.240059500094503,155,1,1,1,0.5,4,0,2
0,0.505684999981895,156,0,1,1,0.5,4,0,2
0,1.20733295702134,157,0,1,1,0.5,4,0,2
0,0.181539899902418,158,0,1,1,0.5,4,0,2
1,0.31561839999631,159,1,1,1,0.5,4,0,2
1,0.512040399946272,160,1,1,1,0.5,4,0,2
1,0.893687200034037,1,0,1,0,0.5,2,0,2
1,1.18341739987955,2,0,1,0,0.5,2,0,2
1,1.17147110006772,3,0,1,0,0.5,2,0,2
1,0.562418600078672,4,0,1,0,0.5,2,0,2
1,0.584639400010929,5,0,1,0,0.5,2,0,2
0,1.12872379994951,6,1,1,0,0.5,2,0,2
1,0.894305099966005,7,0,1,0,0.5,2,0,2
1,0.528891799971461,8,0,1,0,0.5,2,0,2
1,0.483132899971679,9,0,1,0,0.5,2,0,2
1,0.559736599912867,10,0,1,0,0.5,2,0,2
0,0.653527799993753,11,1,1,0,0.5,2,0,2
1,1.24145880015567,12,1,1,0,0.5,2,0,2
0,1.4693082999438,13,1,1,0,0.5,2,0,2
1,1.55413160007447,14,0,1,0,0.5,2,0,2
1,0.312370100058615,15,0,1,0,0.5,2,0,2
1,0.403233100194484,16,0,1,0,0.5,2,0,2
1,0.390165700111538,17,0,1,0,0.5,2,0,2
