subject block trial unshuffledTrial goStop goNum threat img hand SSD DELTA gotResponse correctResp resp rt
2 1 53 18 go 1 no img2 1 -0.033100 -0.233100 1 1 yes 480
2 1 54 43 go 1 yes img1 1 -0.033100 -0.233100 1 1 no 645
2 1 55 77 go 1 yes img1 1 -0.033100 -0.233100 1 1 no 472
2 1 56 58 go 1 no img2 1 -0.033100 -0.233100 1 1 yes 419
2 1 57 88 go 1 no img2 1 -0.033100 -0.233100 1 1 yes 466
2 1 58 47 go 1 yes img1 1 -0.033100 -0.233100 1 1 no 677
2 1 59 130 stop 0 no img2 1 -0.066400 -0.266400 1 0 yes 806
2 1 60 93 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 577
2 1 61 61 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 433
2 1 62 31 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 456
2 1 63 98 go 1 no img2 1 -0.066400 -0.266400 1 1 no 398
2 1 64 114 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 1131
2 1 65 131 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 572
2 1 66 80 stop 0 no img2 1 -0.099700 -0.299700 1 0 yes 1203
2 1 67 140 stop 0 no img2 1 -0.133000 -0.333000 1 0 yes 632
2 1 68 41 go 1 yes img1 1 -0.133000 -0.333000 1 1 no 899
2 1 69 91 go 1 yes img1 1 -0.133000 -0.333000 1 1 no 533
2 1 70 15 go 1 yes img1 1 -0.133000 -0.333000 1 1 no 587
2 1 71 90 stop 0 no img2 1 -0.166300 -0.366300 1 0 yes 756
2 1 72 27 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 677
2 1 73 115 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 411
2 1 74 51 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 462
2 1 75 1 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 337
2 1 76 122 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 549
2 1 77 5 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 501
2 1 78 34 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 697
2 1 79 55 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 412
2 1 80 81 go 1 yes img1 1 -0.166300 -0.366300 1 1 no 689
2 1 81 22 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 654
2 1 82 26 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 471
2 1 83 78 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 391
2 1 84 30 stop 0 no img2 1 -0.199600 -0.399600 1 0 yes 890
2 1 85 67 go 1 yes img1 1 -0.199600 -0.399600 1 1 no 577
2 1 86 100 stop 0 no img2 1 -0.232900 -0.432900 1 0 yes 1043
2 1 87 50 stop 0 no img2 1 -0.266200 -0.466200 0 1 NORESP 1500
2 1 88 39 stop 0 yes img1 1 -0.232900 -0.432900 1 0 no 558
2 1 89 121 go 1 yes img1 1 -0.232900 -0.432900 0 0 NORESP 1499
2 1 90 17 go 1 yes img1 1 -0.232900 -0.432900 0 0 NORESP 1500
2 1 91 85 go 1 yes img1 1 -0.232900 -0.432900 1 1 no 821
2 1 92 56 go 1 no img2 1 -0.232900 -0.432900 1 1 yes 812
2 1 93 73 go 1 yes img1 1 -0.232900 -0.432900 1 1 no 548
2 1 94 42 go 1 no img2 1 -0.232900 -0.432900 1 1 yes 677
2 1 95 99 stop 0 yes img1 1 -0.266200 -0.466200 0 1 NORESP 1499
2 1 96 124 go 1 no img2 1 -0.266200 -0.466200 1 1 yes 711
2 1 97 74 go 1 no img2 1 -0.266200 -0.466200 1 1 yes 527
2 1 98 133 go 1 yes img1 1 -0.266200 -0.466200 1 1 no 500
2 1 99 36 go 1 no img2 1 -0.266200 -0.466200 1 1 yes 582
2 1 100 2 go 1 no img2 1 -0.266200 -0.466200 1 1 yes 410
2 1 101 69 stop 0 yes img1 1 -0.232900 -0.432900 0 1 NORESP 1499
2 1 102 33 go 1 yes img1 1 -0.232900 -0.432900 1 1 no 521
2 1 103 84 go 1 no img2 1 -0.232900 -0.432900 1 1 yes 457
2 1 104 6 go 1 no img2 1 -0.232900 -0.432900 1 1 no 363
2 1 105 70 stop 0 no img2 1 -0.199600 -0.399600 0 1 NORESP 1499
2 1 106 125 go 1 yes img1 1 -0.199600 -0.399600 1 1 no 607
2 1 107 123 go 1 yes img1 1 -0.199600 -0.399600 1 1 no 576
2 1 108 138 go 1 no img2 1 -0.199600 -0.399600 1 1 yes 483
2 1 109 46 go 1 no img2 1 -0.199600 -0.399600 1 1 yes 423
2 1 110 120 stop 0 no img2 1 -0.166300 -0.366300 0 1 NORESP 1500
2 1 111 94 go 1 no img2 1 -0.166300 -0.366300 1 1 yes 575
2 1 112 102 go 1 no img2 1 -0.166300 -0.366300 1 1 no 323
2 1 113 10 stop 0 no img2 1 -0.133000 -0.333000 0 1 NORESP 1499
2 1 114 4 go 1 no img2 1 -0.133000 -0.333000 1 1 yes 416
2 1 115 48 go 1 no img2 1 -0.133000 -0.333000 1 1 yes 462
2 1 116 20 stop 0 no img2 1 -0.099700 -0.299700 0 1 NORESP 1500
2 1 117 11 go 1 yes img1 1 -0.099700 -0.299700 1 1 yes 326
2 1 118 57 go 1 yes img1 1 -0.099700 -0.299700 1 1 no 566
2 1 119 126 go 1 no img2 1 -0.099700 -0.299700 1 1 no 268
2 1 120 49 stop 0 yes img1 1 -0.066400 -0.266400 0 1 NORESP 1500
2 1 121 3 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 397
2 1 122 111 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 386
2 1 123 97 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 319
2 1 124 72 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 627
2 1 125 118 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 412
2 1 126 87 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 657
2 1 127 12 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 636
2 1 128 116 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 624
2 1 129 37 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 633
2 1 130 64 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 409
2 1 131 101 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 431
2 1 132 21 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 656
2 1 133 137 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 421
2 1 134 25 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 527
2 1 135 62 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 595
2 1 136 32 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 362
2 1 137 135 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 605
2 1 138 76 go 1 no img2 1 -0.066400 -0.266400 1 1 yes 633
2 1 139 117 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 508
2 1 140 105 go 1 yes img1 1 -0.066400 -0.266400 1 1 no 422
