subject block trial unshuffledTrial goStop goNum threat img hand SSD DELTA gotResponse correctResp resp rt
11 1 1 17 go 1 yes img1 1 0.000000 0.000000 0 0 NORESP 2999
11 1 2 118 go 1 no img2 1 0.000000 0.000000 1 1 yes 1040
11 1 3 1 go 1 yes img1 1 0.000000 0.000000 0 0 NORESP 2999
11 1 4 96 go 1 no img2 1 0.000000 0.000000 1 1 yes 1175
11 1 5 69 stop 0 yes img1 1 0.233300 0.033300 0 1 NORESP 2999
11 1 6 85 go 1 yes img1 1 0.233300 0.033300 0 0 NORESP 3000
11 1 7 2 go 1 no img2 1 0.233300 0.033300 1 1 yes 1187
11 1 8 84 go 1 no img2 1 0.233300 0.033300 1 1 yes 1217
11 1 9 33 go 1 yes img1 1 0.233300 0.033300 0 0 NORESP 2999
11 1 10 126 go 1 no img2 1 0.233300 0.033300 1 1 yes 1143
11 1 11 46 go 1 no img2 1 0.233300 0.033300 1 1 yes 1059
11 1 12 9 stop 0 yes img1 1 0.266600 0.066600 0 1 NORESP 3000
11 1 13 59 stop 0 yes img1 1 0.299900 0.099900 0 1 NORESP 2999
11 1 14 76 go 1 no img2 1 0.299900 0.099900 1 1 yes 1039
11 1 15 56 go 1 no img2 1 0.299900 0.099900 1 1 yes 1355
11 1 16 104 go 1 no img2 1 0.299900 0.099900 1 1 yes 1323
11 1 17 48 go 1 no img2 1 0.299900 0.099900 1 1 yes 1091
11 1 18 32 go 1 no img2 1 0.299900 0.099900 1 1 yes 1010
11 1 19 125 go 1 yes img1 1 0.299900 0.099900 0 0 NORESP 2999
11 1 20 78 go 1 no img2 1 0.299900 0.099900 1 1 yes 1065
11 1 21 101 go 1 yes img1 1 0.299900 0.099900 0 0 NORESP 3000
11 1 22 20 stop 0 no img2 1 0.333200 0.133200 0 1 NORESP 3000
11 1 23 50 stop 0 no img2 1 0.366500 0.166500 0 1 NORESP 3000
11 1 24 128 go 1 no img2 1 0.366500 0.166500 1 1 yes 1767
11 1 25 130 stop 0 no img2 1 0.399800 0.199800 0 1 NORESP 3000
11 1 26 136 go 1 no img2 1 0.399800 0.199800 1 1 yes 1344
11 1 27 44 go 1 no img2 1 0.399800 0.199800 1 1 yes 1054
11 1 28 60 stop 0 no img2 1 0.433100 0.233100 0 1 NORESP 2999
11 1 29 14 go 1 no img2 1 0.433100 0.233100 1 1 yes 1236
11 1 30 38 go 1 no img2 1 0.433100 0.233100 1 1 yes 1126
11 1 31 82 go 1 no img2 1 0.433100 0.233100 1 1 yes 1171
11 1 32 119 stop 0 yes img1 1 0.466400 0.266400 0 1 NORESP 3000
11 1 33 54 go 1 no img2 1 0.466400 0.266400 1 1 yes 1406
11 1 34 97 go 1 yes img1 1 0.466400 0.266400 0 0 NORESP 2999
11 1 35 10 stop 0 no img2 1 0.499700 0.299700 0 1 NORESP 3000
11 1 36 120 stop 0 no img2 1 0.533000 0.333000 1 0 yes 852
11 1 37 127 go 1 yes img1 1 0.533000 0.333000 0 0 NORESP 2999
11 1 38 21 go 1 yes img1 1 0.533000 0.333000 0 0 NORESP 2999
11 1 39 124 go 1 no img2 1 0.533000 0.333000 1 1 yes 1204
11 1 40 4 go 1 no img2 1 0.533000 0.333000 1 1 yes 1364
11 1 41 35 go 1 yes img1 1 0.533000 0.333000 0 0 NORESP 2999
11 1 42 55 go 1 yes img1 1 0.533000 0.333000 0 0 NORESP 3000
11 1 43 109 stop 0 yes img1 1 0.499700 0.299700 0 1 NORESP 3000
11 1 44 95 go 1 yes img1 1 0.499700 0.299700 0 0 NORESP 2999
11 1 45 58 go 1 no img2 1 0.499700 0.299700 1 1 yes 1169
11 1 46 39 stop 0 yes img1 1 0.533000 0.333000 0 1 NORESP 2999
