subject block trial unshuffledTrial goStop goNum threat img hand SSD DELTA gotResponse correctResp resp rt
6 1 1 81 go 1 yes img1 1 0.000000 0.000000 1 1 yes 3184
6 1 2 76 go 1 no img2 1 0.000000 0.000000 0 0 NORESP 3999
6 1 3 34 go 1 no img2 1 0.000000 0.000000 1 1 yes 379
6 1 4 84 go 1 no img2 1 0.000000 0.000000 1 1 yes 1
6 1 5 86 go 1 no img2 1 0.000000 0.000000 1 1 yes 280
6 1 6 94 go 1 no img2 1 0.000000 0.000000 1 1 yes 316
6 1 7 54 go 1 no img2 1 0.000000 0.000000 1 1 yes 349
6 1 8 69 stop 0 yes img1 1 0.233300 0.033300 1 0 no 1256
6 1 9 20 stop 0 no img2 1 0.200000 0.000000 0 1 NORESP 3999
6 1 10 138 go 1 no img2 1 0.200000 0.000000 1 1 yes 492
6 1 11 62 go 1 no img2 1 0.200000 0.000000 1 1 yes 251
6 1 12 43 go 1 yes img1 1 0.200000 0.000000 1 1 no 2313
6 1 13 93 go 1 yes img1 1 0.200000 0.000000 1 1 no 941
6 1 14 15 go 1 yes img1 1 0.200000 0.000000 1 1 no 1
6 1 15 39 stop 0 yes img1 1 0.233300 0.033300 1 0 no 196
6 1 16 14 go 1 no img2 1 0.233300 0.033300 1 1 yes 2468
6 1 17 9 stop 0 yes img1 1 0.200000 0.000000 1 0 yes 22
6 1 18 124 go 1 no img2 1 0.200000 0.000000 1 1 yes 1538
6 1 19 90 stop 0 no img2 1 0.166700 -0.033300 1 0 yes 3
6 1 20 73 go 1 yes img1 1 0.166700 -0.033300 1 1 no 1888
6 1 21 36 go 1 no img2 1 0.166700 -0.033300 1 1 yes 928
6 1 22 105 go 1 yes img1 1 0.166700 -0.033300 1 1 yes 1
6 1 23 85 go 1 yes img1 1 0.166700 -0.033300 1 1 no 425
6 1 24 97 go 1 yes img1 1 0.166700 -0.033300 1 1 no 1
6 1 25 25 go 1 yes img1 1 0.166700 -0.033300 1 1 no 349
6 1 26 116 go 1 no img2 1 0.166700 -0.033300 1 1 yes 1089
6 1 27 60 stop 0 no img2 1 0.133400 -0.066600 1 0 yes 169
6 1 28 87 go 1 yes img1 1 0.133400 -0.066600 1 1 no 1388
6 1 29 129 stop 0 yes img1 1 0.100100 -0.099900 1 0 no 2805
6 1 30 32 go 1 no img2 1 0.100100 -0.099900 1 1 yes 1019
6 1 31 24 go 1 no img2 1 0.100100 -0.099900 1 1 yes 511
6 1 32 106 go 1 no img2 1 0.100100 -0.099900 1 1 yes 219
6 1 33 6 go 1 no img2 1 0.100100 -0.099900 1 1 yes 457
6 1 34 41 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1071
6 1 35 3 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1
6 1 36 71 go 1 yes img1 1 0.100100 -0.099900 1 1 no 386
6 1 37 134 go 1 no img2 1 0.100100 -0.099900 1 1 yes 890
6 1 38 131 go 1 yes img1 1 0.100100 -0.099900 1 1 yes 357
6 1 39 83 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1
6 1 40 136 go 1 no img2 1 0.100100 -0.099900 1 1 no 1
6 1 41 91 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1169
6 1 42 12 go 1 no img2 1 0.100100 -0.099900 1 1 no 118
6 1 43 61 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1025
6 1 44 46 go 1 no img2 1 0.100100 -0.099900 1 1 yes 801
6 1 45 77 go 1 yes img1 1 0.100100 -0.099900 1 1 yes 1
6 1 46 33 go 1 yes img1 1 0.100100 -0.099900 1 1 no 1
6 1 47 100 stop 0 no img2 1 0.066800 -0.133200 0 1 NORESP 3999
6 1 48 74 go 1 no img2 1 0.066800 -0.133200 1 1 yes 656
6 1 49 30 stop 0 no img2 1 0.100100 -0.099900 1 0 yes 624
6 1 50 72 go 1 no img2 1 0.100100 -0.099900 1 1 yes 1221
6 1 51 64 go 1 no img2 1 0.100100 -0.099900 1 1 yes 43
6 1 52 23 go 1 yes img1 1 0.100100 -0.099900 1 1 yes 1
6 1 53 103 go 1 yes img1 1 0.100100 -0.099900 1 1 no 2
6 1 54 42 go 1 no img2 1 0.100100 -0.099900 1 1 yes 681
6 1 55 44 go 1 no img2 1 0.100100 -0.099900 1 1 yes 1
6 1 56 16 go 1 no img2 1 0.100100 -0.099900 1 1 yes 1
6 1 57 75 go 1 yes img1 1 0.100100 -0.099900 1 1 yes 67
6 1 58 4 go 1 no img2 1 0.100100 -0.099900 1 1 yes 1071
6 1 59 29 stop 0 yes img1 1 0.066800 -0.133200 1 0 yes 7
6 1 60 31 go 1 yes img1 1 0.066800 -0.133200 1 1 no 972
