subject trial unshuffledTrial identity goStop goNum threat img hand SSD DELTA gotResponse correctResp orientation keyPress rt day time
323 56 232 self go 1 yes img8 1 0.550000 0.350000 1 1 R right 764 04-May-2016 10:56:35
323 57 189 other go 1 no pic13 1 0.550000 0.350000 1 1 R left 838 04-May-2016 10:56:38
323 58 138 self go 1 no img10 1 0.550000 0.350000 1 1 L left 794 04-May-2016 10:56:41
323 59 84 other go 1 yes pic4 1 0.550000 0.350000 1 1 L right 822 04-May-2016 10:56:45
323 60 32 other go 1 no pic16 1 0.550000 0.350000 1 1 R left 730 04-May-2016 10:56:48
323 61 171 self go 1 no img11 1 0.550000 0.350000 1 1 L left 648 04-May-2016 10:56:51
323 62 268 self stop 0 no img12 1 0.600000 0.400000 1 0 L left 669 04-May-2016 10:56:54
323 63 21 other go 1 yes pic5 1 0.600000 0.400000 1 1 R left 707 04-May-2016 10:56:57
323 64 49 other go 1 yes pic1 1 0.600000 0.400000 1 1 L right 708 04-May-2016 10:57:00
323 65 209 other go 1 yes pic1 1 0.600000 0.400000 1 1 L right 688 04-May-2016 10:57:04
323 66 313 other stop 0 no pic9 1 0.550000 0.350000 0 1 L NONE 0 04-May-2016 10:57:07
323 67 1 self go 1 yes img1 1 0.550000 0.350000 1 1 L left 704 04-May-2016 10:57:11
323 68 91 other go 1 no pic11 1 0.550000 0.350000 1 1 L right 794 04-May-2016 10:57:14
323 69 182 other go 1 yes pic6 1 0.550000 0.350000 1 1 R left 861 04-May-2016 10:57:18
323 70 224 other go 1 no pic16 1 0.550000 0.350000 1 1 R left 912 04-May-2016 10:57:21
323 71 267 self stop 0 no img11 1 0.600000 0.400000 0 1 L NONE 0 04-May-2016 10:57:25
323 72 40 self go 1 yes img8 1 0.600000 0.400000 1 1 R right 766 04-May-2016 10:57:28
323 73 22 other go 1 yes pic6 1 0.600000 0.400000 1 1 R left 970 04-May-2016 10:57:31
323 74 14 self go 1 no img14 1 0.600000 0.400000 1 1 R right 845 04-May-2016 10:57:34
323 75 222 other go 1 no pic14 1 0.600000 0.400000 1 1 R left 802 04-May-2016 10:57:37
323 76 276 other stop 0 yes pic4 1 0.650000 0.450000 0 1 L NONE 0 04-May-2016 10:57:40
323 77 26 other go 1 no pic10 1 0.650000 0.450000 1 1 L right 832 04-May-2016 10:57:43
323 78 270 self stop 0 no img14 1 0.700000 0.500000 1 0 R right 789 04-May-2016 10:57:46
323 79 192 other go 1 no pic16 1 0.700000 0.500000 0 0 R NONE 0 04-May-2016 10:57:50
323 80 18 other go 1 yes pic2 1 0.700000 0.500000 1 1 L right 665 04-May-2016 10:57:52
323 81 303 self stop 0 no img15 1 0.650000 0.450000 1 0 R right 713 04-May-2016 10:57:55
323 82 92 other go 1 no pic12 1 0.650000 0.450000 1 1 L right 820 04-May-2016 10:57:58
323 83 220 other go 1 no pic12 1 0.650000 0.450000 0 0 L NONE 0 04-May-2016 10:58:02
323 84 124 other go 1 no pic12 1 0.650000 0.450000 1 1 L right 645 04-May-2016 10:58:04
323 85 87 other go 1 yes pic7 1 0.650000 0.450000 1 1 R left 540 04-May-2016 10:58:07
323 86 89 other go 1 no pic9 1 0.650000 0.450000 1 1 L right 492 04-May-2016 10:58:10
323 87 70 self go 1 yes img6 1 0.650000 0.450000 1 1 R right 602 04-May-2016 10:58:13
323 88 117 other go 1 yes pic5 1 0.650000 0.450000 1 1 R left 915 04-May-2016 10:58:16
323 89 269 self stop 0 no img13 1 0.600000 0.400000 1 0 R right 683 04-May-2016 10:58:19
323 90 197 self go 1 yes img5 1 0.600000 0.400000 1 1 R right 659 04-May-2016 10:58:23
323 91 28 other go 1 no pic12 1 0.600000 0.400000 1 1 L right 737 04-May-2016 10:58:26
323 92 272 self stop 0 no img16 1 0.550000 0.350000 0 1 R NONE 0 04-May-2016 10:58:30
323 93 320 other stop 0 no pic16 1 0.600000 0.400000 0 1 R NONE 0 04-May-2016 10:58:33
323 94 257 self stop 0 yes img1 1 0.650000 0.450000 1 0 L left 722 04-May-2016 10:58:36
323 95 291 self stop 0 yes img3 1 0.600000 0.400000 0 1 L NONE 0 04-May-2016 10:58:39
323 96 230 self go 1 yes img6 1 0.600000 0.400000 1 1 R right 596 04-May-2016 10:58:42
323 97 282 other stop 0 no pic10 1 0.650000 0.450000 0 1 L NONE 0 04-May-2016 10:58:45
323 98 183 other go 1 yes pic7 1 0.650000 0.450000 1 1 R left 735 04-May-2016 10:58:49
323 99 101 self go 1 yes img5 1 0.650000 0.450000 1 1 R right 884 04-May-2016 10:58:52
323 100 300 self stop 0 no img12 1 0.700000 0.500000 1 0 L left 536 04-May-2016 10:58:55
323 101 6 self go 1 yes img6 1 0.700000 0.500000 1 1 R right 698 04-May-2016 10:58:59
323 102 198 self go 1 yes img6 1 0.700000 0.500000 1 1 R right 673 04-May-2016 10:59:02
323 103 140 self go 1 no img12 1 0.700000 0.500000 1 1 L left 847 04-May-2016 10:59:06
323 104 47 self go 1 no img15 1 0.700000 0.500000 1 1 R right 814 04-May-2016 10:59:09
323 105 116 other go 1 yes pic4 1 0.700000 0.500000 1 1 L right 827 04-May-2016 10:59:12
323 106 234 self go 1 no img10 1 0.700000 0.500000 1 1 L left 768 04-May-2016 10:59:15
323 107 312 other stop 0 yes pic8 1 0.650000 0.450000 1 0 R left 755 04-May-2016 10:59:18
323 108 311 other stop 0 yes pic7 1 0.600000 0.400000 1 0 R left 783 04-May-2016 10:59:21
323 109 35 self go 1 yes img3 1 0.600000 0.400000 1 1 L left 912 04-May-2016 10:59:25
323 110 10 self go 1 no img10 1 0.600000 0.400000 1 1 L left 831 04-May-2016 10:59:29
323 111 56 other go 1 yes pic8 1 0.600000 0.400000 1 1 R left 853 04-May-2016 10:59:32
323 112 151 other go 1 yes pic7 1 0.600000 0.400000 1 1 R left 753 04-May-2016 10:59:35
323 113 75 self go 1 no img11 1 0.600000 0.400000 1 1 L left 788 04-May-2016 10:59:39
323 114 102 self go 1 yes img6 1 0.600000 0.400000 1 1 R right 666 04-May-2016 10:59:42
323 115 46 self go 1 no img14 1 0.600000 0.400000 1 1 R right 666 04-May-2016 10:59:45
323 116 259 self stop 0 yes img3 1 0.550000 0.350000 0 1 L NONE 0 04-May-2016 10:59:49
323 117 93 other go 1 no pic13 1 0.550000 0.350000 1 1 R left 941 04-May-2016 10:59:52
323 118 72 self go 1 yes img8 1 0.550000 0.350000 1 1 R right 739 04-May-2016 10:59:56
323 119 155 other go 1 no pic11 1 0.550000 0.350000 1 1 L right 843 04-May-2016 10:59:59
323 120 52 other go 1 yes pic4 1 0.550000 0.350000 1 1 L right 996 04-May-2016 11:00:03
323 121 51 other go 1 yes pic3 1 0.550000 0.350000 1 1 L right 998 04-May-2016 11:00:06
323 122 143 self go 1 no img15 1 0.550000 0.350000 1 1 R right 835 04-May-2016 11:00:09
323 123 37 self go 1 yes img5 1 0.550000 0.350000 1 1 R right 681 04-May-2016 11:00:12
323 124 229 self go 1 yes img5 1 0.550000 0.350000 1 1 R right 727 04-May-2016 11:00:16
323 125 215 other go 1 yes pic7 1 0.550000 0.350000 1 1 R left 750 04-May-2016 11:00:18
323 126 83 other go 1 yes pic3 1 0.550000 0.350000 1 1 L right 739 04-May-2016 11:00:22
323 127 280 other stop 0 yes pic8 1 0.600000 0.400000 1 0 R left 589 04-May-2016 11:00:25
323 128 97 self go 1 yes img1 1 0.600000 0.400000 1 1 L left 797 04-May-2016 11:00:28
323 129 254 other go 1 no pic14 1 0.600000 0.400000 1 1 R left 687 04-May-2016 11:00:32
323 130 62 other go 1 no pic14 1 0.600000 0.400000 1 1 R left 919 04-May-2016 11:00:35
323 131 130 self go 1 yes img2 1 0.600000 0.400000 0 0 L NONE 0 04-May-2016 11:00:38
323 132 249 other go 1 no pic9 1 0.600000 0.400000 1 1 L right 630 04-May-2016 11:00:40
323 133 172 self go 1 no img12 1 0.600000 0.400000 1 1 L left 589 04-May-2016 11:00:43
323 134 260 self stop 0 yes img4 1 0.550000 0.350000 1 0 L left 603 04-May-2016 11:00:46
323 135 135 self go 1 yes img7 1 0.550000 0.350000 1 1 R right 759 04-May-2016 11:00:49
323 136 205 self go 1 no img13 1 0.550000 0.350000 1 1 R right 769 04-May-2016 11:00:53
323 137 65 self go 1 yes img1 1 0.550000 0.350000 1 1 L left 764 04-May-2016 11:00:56
323 138 304 self stop 0 no img16 1 0.500000 0.300000 0 1 R NONE 0 04-May-2016 11:01:00
323 139 120 other go 1 yes pic8 1 0.500000 0.300000 1 1 R left 794 04-May-2016 11:01:03
323 140 166 self go 1 yes img6 1 0.500000 0.300000 1 1 R right 646 04-May-2016 11:01:07
323 141 241 other go 1 yes pic1 1 0.500000 0.300000 1 1 L right 860 04-May-2016 11:01:10
323 142 288 other stop 0 no pic16 1 0.550000 0.350000 1 0 R left 634 04-May-2016 11:01:13
323 143 307 other stop 0 yes pic3 1 0.500000 0.300000 0 1 L NONE 0 04-May-2016 11:01:16
323 144 44 self go 1 no img12 1 0.500000 0.300000 1 1 L left 735 04-May-2016 11:01:19
323 145 9 self go 1 no img9 1 0.500000 0.300000 1 1 L left 846 04-May-2016 11:01:22
323 146 19 other go 1 yes pic3 1 0.500000 0.300000 1 1 L right 790 04-May-2016 11:01:25
323 147 299 self stop 0 no img11 1 0.550000 0.350000 0 1 L NONE 0 04-May-2016 11:01:29
323 148 3 self go 1 yes img3 1 0.550000 0.350000 1 1 L left 765 04-May-2016 11:01:31
323 149 63 other go 1 no pic15 1 0.550000 0.350000 1 1 R left 839 04-May-2016 11:01:35
323 150 119 other go 1 yes pic7 1 0.550000 0.350000 1 1 R left 714 04-May-2016 11:01:39
323 151 301 self stop 0 no img13 1 0.600000 0.400000 0 1 R NONE 0 04-May-2016 11:01:42
323 152 115 other go 1 yes pic3 1 0.600000 0.400000 1 1 L right 856 04-May-2016 11:01:45
323 153 181 other go 1 yes pic5 1 0.600000 0.400000 1 1 R left 871 04-May-2016 11:01:48
323 154 309 other stop 0 yes pic5 1 0.650000 0.450000 0 1 R NONE 0 04-May-2016 11:01:52
323 155 217 other go 1 no pic9 1 0.650000 0.450000 1 1 L right 679 04-May-2016 11:01:55
323 156 292 self stop 0 yes img4 1 0.700000 0.500000 1 0 L left 849 04-May-2016 11:01:58
323 157 293 self stop 0 yes img5 1 0.650000 0.450000 0 1 R NONE 0 04-May-2016 11:02:01
323 158 24 other go 1 yes pic8 1 0.650000 0.450000 1 1 R left 851 04-May-2016 11:02:05
323 159 271 self stop 0 no img15 1 0.700000 0.500000 1 0 R right 758 04-May-2016 11:02:08
323 160 73 self go 1 no img9 1 0.700000 0.500000 1 1 L left 858 04-May-2016 11:02:11
323 161 216 other go 1 yes pic8 1 0.700000 0.500000 1 1 R left 929 04-May-2016 11:02:14
323 162 207 self go 1 no img15 1 0.700000 0.500000 1 1 R right 897 04-May-2016 11:02:17
323 163 247 other go 1 yes pic7 1 0.700000 0.500000 1 1 R left 830 04-May-2016 11:02:21
323 164 284 other stop 0 no pic12 1 0.650000 0.450000 0 1 L NONE 0 04-May-2016 11:02:24
323 165 45 self go 1 no img13 1 0.650000 0.450000 0 0 R NONE 0 04-May-2016 11:02:28
323 166 153 other go 1 no pic9 1 0.650000 0.450000 1 1 L right 841 04-May-2016 11:02:30
323 167 157 other go 1 no pic13 1 0.650000 0.450000 1 1 R left 851 04-May-2016 11:02:33
323 168 103 self go 1 yes img7 1 0.650000 0.450000 1 1 R right 875 04-May-2016 11:02:37
323 169 136 self go 1 yes img8 1 0.650000 0.450000 1 1 R right 747 04-May-2016 11:02:40
323 170 261 self stop 0 yes img5 1 0.700000 0.500000 0 1 R NONE 0 04-May-2016 11:02:43
323 171 110 self go 1 no img14 1 0.700000 0.500000 1 1 R right 711 04-May-2016 11:02:46
323 172 184 other go 1 yes pic8 1 0.700000 0.500000 1 1 R left 736 04-May-2016 11:02:50
323 173 176 self go 1 no img16 1 0.700000 0.500000 1 1 R right 705 04-May-2016 11:02:53
323 174 81 other go 1 yes pic1 1 0.700000 0.500000 1 1 L right 927 04-May-2016 11:02:57
323 175 239 self go 1 no img15 1 0.700000 0.500000 1 1 R right 713 04-May-2016 11:03:01
323 176 163 self go 1 yes img3 1 0.700000 0.500000 1 1 L left 828 04-May-2016 11:03:04
323 177 107 self go 1 no img11 1 0.700000 0.500000 1 1 L left 803 04-May-2016 11:03:07
323 178 53 other go 1 yes pic5 1 0.700000 0.500000 0 0 R NONE 0 04-May-2016 11:03:11
323 179 42 self go 1 no img10 1 0.700000 0.500000 1 1 L left 810 04-May-2016 11:03:13
323 180 228 self go 1 yes img4 1 0.700000 0.500000 1 1 L left 819 04-May-2016 11:03:16
323 181 245 other go 1 yes pic5 1 0.700000 0.500000 1 1 R left 762 04-May-2016 11:03:20
323 182 162 self go 1 yes img2 1 0.700000 0.500000 1 1 L left 820 04-May-2016 11:03:23
323 183 7 self go 1 yes img7 1 0.700000 0.500000 1 1 R right 796 04-May-2016 11:03:27
323 184 150 other go 1 yes pic6 1 0.700000 0.500000 1 1 R left 779 04-May-2016 11:03:30
323 185 2 self go 1 yes img2 1 0.700000 0.500000 1 1 L left 641 04-May-2016 11:03:33
323 186 236 self go 1 no img12 1 0.700000 0.500000 1 1 L left 765 04-May-2016 11:03:37
323 187 191 other go 1 no pic15 1 0.700000 0.500000 1 1 R left 852 04-May-2016 11:03:40
323 188 177 other go 1 yes pic1 1 0.700000 0.500000 1 1 L right 723 04-May-2016 11:03:43
323 189 95 other go 1 no pic15 1 0.700000 0.500000 1 1 R left 756 04-May-2016 11:03:47
323 190 310 other stop 0 yes pic6 1 0.750000 0.550000 0 1 R NONE 0 04-May-2016 11:03:50
323 191 69 self go 1 yes img5 1 0.750000 0.550000 1 1 R right 824 04-May-2016 11:03:54
323 192 195 self go 1 yes img3 1 0.750000 0.550000 1 1 L left 774 04-May-2016 11:03:57
323 193 210 other go 1 yes pic2 1 0.750000 0.550000 1 1 L right 646 04-May-2016 11:04:00
323 194 31 other go 1 no pic15 1 0.750000 0.550000 1 1 R left 746 04-May-2016 11:04:03
323 195 255 other go 1 no pic15 1 0.750000 0.550000 1 1 R left 804 04-May-2016 11:04:06
323 196 275 other stop 0 yes pic3 1 0.800000 0.600000 1 0 L right 888 04-May-2016 11:04:10
323 197 277 other stop 0 yes pic5 1 0.750000 0.550000 0 1 R NONE 0 04-May-2016 11:04:13
323 198 25 other go 1 no pic9 1 0.750000 0.550000 1 1 L right 898 04-May-2016 11:04:17
323 199 113 other go 1 yes pic1 1 0.750000 0.550000 1 1 L right 831 04-May-2016 11:04:19
323 200 146 other go 1 yes pic2 1 0.750000 0.550000 1 1 L right 937 04-May-2016 11:04:23
323 201 243 other go 1 yes pic3 1 0.750000 0.550000 1 1 L right 971 04-May-2016 11:04:27
323 202 213 other go 1 yes pic5 1 0.750000 0.550000 0 0 R NONE 0 04-May-2016 11:04:31
323 203 159 other go 1 no pic15 1 0.750000 0.550000 1 1 R left 974 04-May-2016 11:04:33
323 204 133 self go 1 yes img5 1 0.750000 0.550000 1 1 R right 929 04-May-2016 11:04:36
323 205 274 other stop 0 yes pic2 1 0.800000 0.600000 1 0 L right 857 04-May-2016 11:04:39
323 206 122 other go 1 no pic10 1 0.800000 0.600000 1 1 L right 923 04-May-2016 11:04:43
323 207 168 self go 1 yes img8 1 0.800000 0.600000 1 1 R right 814 04-May-2016 11:04:46
323 208 201 self go 1 no img9 1 0.800000 0.600000 1 1 L left 932 04-May-2016 11:04:49
323 209 225 self go 1 yes img1 1 0.800000 0.600000 1 1 L left 911 04-May-2016 11:04:53
323 210 148 other go 1 yes pic4 1 0.800000 0.600000 1 1 L right 902 04-May-2016 11:04:56
323 211 141 self go 1 no img13 1 0.800000 0.600000 1 1 R right 784 04-May-2016 11:04:59
323 212 139 self go 1 no img11 1 0.800000 0.600000 1 1 L left 681 04-May-2016 11:05:02
323 213 297 self stop 0 no img9 1 0.750000 0.550000 0 1 L NONE 0 04-May-2016 11:05:05
323 214 127 other go 1 no pic15 1 0.750000 0.550000 1 1 R left 980 04-May-2016 11:05:08
323 215 152 other go 1 yes pic8 1 0.750000 0.550000 0 0 R NONE 0 04-May-2016 11:05:12
323 216 199 self go 1 yes img7 1 0.750000 0.550000 1 1 R right 573 04-May-2016 11:05:14
323 217 16 self go 1 no img16 1 0.750000 0.550000 1 1 R right 700 04-May-2016 11:05:17
323 218 218 other go 1 no pic10 1 0.750000 0.550000 1 1 L right 650 04-May-2016 11:05:20
323 219 111 self go 1 no img15 1 0.750000 0.550000 1 1 R right 826 04-May-2016 11:05:23
323 220 104 self go 1 yes img8 1 0.750000 0.550000 1 1 R right 653 04-May-2016 11:05:27
323 221 251 other go 1 no pic11 1 0.750000 0.550000 1 1 L right 837 04-May-2016 11:05:30
323 222 178 other go 1 yes pic2 1 0.750000 0.550000 1 1 L right 691 04-May-2016 11:05:33
323 223 39 self go 1 yes img7 1 0.750000 0.550000 1 1 R right 862 04-May-2016 11:05:36
323 224 50 other go 1 yes pic2 1 0.750000 0.550000 1 1 L right 572 04-May-2016 11:05:39
323 225 316 other stop 0 no pic12 1 0.800000 0.600000 1 0 L right 709 04-May-2016 11:05:42
323 226 179 other go 1 yes pic3 1 0.800000 0.600000 1 1 L right 822 04-May-2016 11:05:45
323 227 131 self go 1 yes img3 1 0.800000 0.600000 1 1 L left 781 04-May-2016 11:05:49
323 228 30 other go 1 no pic14 1 0.800000 0.600000 1 1 R left 927 04-May-2016 11:05:52
323 229 281 other stop 0 no pic9 1 0.750000 0.550000 0 1 L NONE 0 04-May-2016 11:05:56
323 230 248 other go 1 yes pic8 1 0.750000 0.550000 1 1 R left 695 04-May-2016 11:05:59
323 231 290 self stop 0 yes img2 1 0.800000 0.600000 1 0 L left 736 04-May-2016 11:06:02
323 232 253 other go 1 no pic13 1 0.800000 0.600000 1 1 R left 886 04-May-2016 11:06:06
323 233 4 self go 1 yes img4 1 0.800000 0.600000 1 1 L left 863 04-May-2016 11:06:10
323 234 283 other stop 0 no pic11 1 0.750000 0.550000 1 0 L right 714 04-May-2016 11:06:13
323 235 298 self stop 0 no img10 1 0.700000 0.500000 0 1 L NONE 0 04-May-2016 11:06:16
323 236 206 self go 1 no img14 1 0.700000 0.500000 1 1 R right 844 04-May-2016 11:06:20
323 237 66 self go 1 yes img2 1 0.700000 0.500000 1 1 L left 869 04-May-2016 11:06:23
323 238 90 other go 1 no pic10 1 0.700000 0.500000 1 1 L right 856 04-May-2016 11:06:26
323 239 188 other go 1 no pic12 1 0.700000 0.500000 1 1 L right 806 04-May-2016 11:06:30
323 240 238 self go 1 no img14 1 0.700000 0.500000 1 1 R right 966 04-May-2016 11:06:33
323 241 137 self go 1 no img9 1 0.700000 0.500000 1 1 L right 896 04-May-2016 11:06:36
323 242 68 self go 1 yes img4 1 0.700000 0.500000 1 1 L left 991 04-May-2016 11:06:39
323 243 112 self go 1 no img16 1 0.700000 0.500000 1 1 R right 735 04-May-2016 11:06:43
323 244 258 self stop 0 yes img2 1 0.750000 0.550000 1 0 L left 857 04-May-2016 11:06:46
323 245 287 other stop 0 no pic15 1 0.700000 0.500000 0 1 R NONE 0 04-May-2016 11:06:49
323 246 23 other go 1 yes pic7 1 0.700000 0.500000 1 1 R left 935 04-May-2016 11:06:53
323 247 76 self go 1 no img12 1 0.700000 0.500000 1 1 L left 677 04-May-2016 11:06:56
323 248 289 self stop 0 yes img1 1 0.750000 0.550000 1 0 L left 877 04-May-2016 11:07:00
323 249 174 self go 1 no img14 1 0.750000 0.550000 0 0 R NONE 0 04-May-2016 11:07:03
323 250 96 other go 1 no pic16 1 0.750000 0.550000 1 1 R left 666 04-May-2016 11:07:06
323 251 227 self go 1 yes img3 1 0.750000 0.550000 1 1 L left 721 04-May-2016 11:07:09
323 252 108 self go 1 no img12 1 0.750000 0.550000 1 1 L left 635 04-May-2016 11:07:13
323 253 144 self go 1 no img16 1 0.750000 0.550000 1 1 R right 908 04-May-2016 11:07:16
323 254 82 other go 1 yes pic2 1 0.750000 0.550000 1 1 L right 824 04-May-2016 11:07:19
323 255 219 other go 1 no pic11 1 0.750000 0.550000 0 0 L NONE 0 04-May-2016 11:07:22
323 256 145 other go 1 yes pic1 1 0.750000 0.550000 1 1 L right 567 04-May-2016 11:07:24
323 257 226 self go 1 yes img2 1 0.750000 0.550000 1 1 L left 568 04-May-2016 11:07:28
323 258 295 self stop 0 yes img7 1 0.700000 0.500000 1 0 R right 666 04-May-2016 11:07:31
323 259 208 self go 1 no img16 1 0.700000 0.500000 1 1 R right 858 04-May-2016 11:07:35
323 260 266 self stop 0 no img10 1 0.650000 0.450000 1 0 L left 647 04-May-2016 11:07:38
323 261 186 other go 1 no pic10 1 0.650000 0.450000 1 1 L right 795 04-May-2016 11:07:42
323 262 211 other go 1 yes pic3 1 0.650000 0.450000 1 1 L right 571 04-May-2016 11:07:45
323 263 54 other go 1 yes pic6 1 0.650000 0.450000 1 1 R left 694 04-May-2016 11:07:48
323 264 85 other go 1 yes pic5 1 0.650000 0.450000 1 1 R left 753 04-May-2016 11:07:52
323 265 48 self go 1 no img16 1 0.650000 0.450000 0 0 R NONE 0 04-May-2016 11:07:55
323 266 165 self go 1 yes img5 1 0.650000 0.450000 1 1 R right 776 04-May-2016 11:07:57
323 267 169 self go 1 no img9 1 0.650000 0.450000 1 1 L left 791 04-May-2016 11:08:00
323 268 77 self go 1 no img13 1 0.650000 0.450000 1 1 R right 689 04-May-2016 11:08:04
323 269 17 other go 1 yes pic1 1 0.650000 0.450000 1 1 L right 862 04-May-2016 11:08:07
323 270 121 other go 1 no pic9 1 0.650000 0.450000 1 1 L right 928 04-May-2016 11:08:11
323 271 296 self stop 0 yes img8 1 0.600000 0.400000 1 0 R right 685 04-May-2016 11:08:14
323 272 71 self go 1 yes img7 1 0.600000 0.400000 1 1 R right 864 04-May-2016 11:08:17
323 273 212 other go 1 yes pic4 1 0.600000 0.400000 1 1 L right 907 04-May-2016 11:08:20
323 274 100 self go 1 yes img4 1 0.600000 0.400000 1 1 L left 784 04-May-2016 11:08:23
323 275 187 other go 1 no pic11 1 0.600000 0.400000 1 1 L right 794 04-May-2016 11:08:26
